Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,860
Bicol Region,3960
Cagayan Valley,2450
Calabarzon,15207
Caraga,1623
Central Luzon,13780
Central Visayas,8804
Cordillera Administrative Region,1832
Davao Region,3954
Eastern Visayas,3921
Ilocos Region,3885
Metro Manila,23271
Mimaropa,1993
Northern Mindanao,3458
Soccsksargen,2669
Unknown,≤100
Western Visayas,6355
Zamboanga Peninsula,4971
