Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,4158,6
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,463,1
964080723662055,Carlos Subirana Responde,Editorial CSS,251,1
217948432069023,Bolivia Maya,Bolivia Maya,191,1
106403237850347,Goberna Bolivia,Goberna,108,8
108470064614085,Rogelio Maldonado Concejal,Ronald Wilson Morales Llerena,≤100,4
381920638544893,Soy Santa Cruz Bolivia,Soy Santa Cruz Bolivia,≤100,1
1967100150206417,Instituto de Formación Femenina Integral - IFFI,Maya Fatima Garcia Rodriguez,≤100,3
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100,2
105941541719195,Concejo Municipal de El Alto,Ronald Wilson Morales Llerena,≤100,2
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,≤100,1
1802019666712463,AHORA Historias y Leyendas de Bolivia,These ads ran without a disclaimer,≤100,1
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100,1
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100,1
103325105896201,Cursos Online,These ads ran without a disclaimer,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,3
116456041392632,Vladimir Calle Veizaga 15,These ads ran without a disclaimer,≤100,1
116310878056949,Mandy Wong Chatgpt,These ads ran without a disclaimer,≤100,1
17678507849,Revista Ambientes,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
462848513792011,国家大剧院National Centre for the Performing Arts,These ads ran without a disclaimer,≤100,1
109391388543268,Mariana Alves,These ads ran without a disclaimer,≤100,1
1102199946478493,Spotlight,These ads ran without a disclaimer,≤100,1
