Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
798673866859390,ETC TV,ETC TV,1178,11
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,1068,3
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,955,2
112132621789349,Support Youssef - عشان يوسف,Support Youssef - عشان يوسف,590,2
103571604973098,هشام حسين - Hesham Hussein,هشام حسين - Hesham Hussein,427,8
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,416,5
555470847990930,سبق الإخبارية  - Sabaq News,سبق الإخبارية  - Sabaq News,409,1
707511176015990,علاء حمدى قريطم - Alaa Hamdy Koraitem,علاء حمدى قريطم - Alaa Hamdy Koraitem,407,4
1680908598794881,مزارع السعدنى,These ads ran without a disclaimer,346,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,320,2
104198795953934,جمعية أصدقاء مرضى الأورام بالشرقية,Mohamed Basher,304,1
110877857406073,المهندس حسام لبن,المهندس حسام لبن,302,3
112072071382470,أحمد الفار - Ahmed Elfar,Noha Mohamed Ibrahim,296,2
319044774889435,المركز الإعلامي للنائب هاني خضر,النائب هاني خضر,247,1
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,Mohamed Mostafa Elsallab محمد مصطفي السلاب,237,4
103204975886755,البديوي السيد - الصفحة الرسمية,Mohamed Elbedewy,222,6
101516486048536,CDIS - Egypt Cybersecurity & Data Intelligence Systems Conference & Expo,CDIS Cybersecurity and Data Intelligence Conference and Expo,200,3
663508057123324,جمعية رسالة للأعمال الخيرية بالدقهلية,جمعية رسالة للأعمال الخيرية بالدقهلية,192,15
110734497396339,محمود سامي - 𝐌𝐚𝐡𝐦𝐨𝐮𝐝 𝐒𝐚𝐦𝐲,Mahmoud Samy,180,1
109093158038193,Mohamed El Manzalawi - محمد المنزلاوي,Mohamed El Manzalawi - محمد المنزلاوي,180,1
308088503057656,النائب محمود عصام,النائب محمود عصام,168,5
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,167,4
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,157,2
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,149,2
1994786354105727,النائب أحمد فرغلى,احمد فرغلى,141,2
103004372363887,عماد الصباغ,عماد الصباغ,138,2
927829383900542,وزارة التخطيط والتنمية الاقتصادية,وزارة التخطيط والتنمية الاقتصادية,137,1
1916894871881712,يونس عبدالرازق - Younes abdelrazek,يونس عبدالرازق - Younes abdelrazek,135,3
117690156743688,النائب حافظ عمران,Shôükrý Ömrãñ,135,3
873955515980544,فراج عاشور,فراج عاشور,135,1
103342432124287,عبداللـه الرفاعي _ Abdullah Elrefaey,Abdullah Elrefaey,133,2
