Location name,Amount spent (BRL)
Acre (state),432
Alagoas,1073
Amapá,286
Amazonas,3593
Bahia,5536
Ceará,6180
Espírito Santo,1557
Federal District,2166
Goiás,3054
Maranhão,3541
Mato Grosso,1776
Mato Grosso do Sul,1596
Minas Gerais,13061
Paraná,10176
Paraíba,1451
Pará,3197
Pernambuco,5201
Piauí,951
Rio Grande do Norte,1698
Rio Grande do Sul,10611
Rio de Janeiro (state),12220
Rondônia,758
Roraima,228
Santa Catarina,4261
Sergipe,1543
São Paulo (state),29099
Tocantins,876
Unknown,≤100
