Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
214827221987263,Andrej Babiš,ANO,555666,5
295889117124834,Tipsport,Tipsport,145662,2
102389958091735,Generál Pavel,Petr Pavel,52378,10
210778132327279,Prima,Prima,44415,7
2214398435317853,CNN Prima NEWS,FTV Prima,16308,3
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,13660,22
384187235387895,Alena Schillerová,ANO,11786,1
109056560836,iFortuna.cz,iFortuna.cz,10249,11
229399305668679,Neschopnost zabíjí,"PRodukujeme, s. r. o.",9281,2
251656685576,KDU-ČSL,KDU-ČSL,4395,24
52479821102,Týdeník Respekt,Týdeník Respekt,3558,6
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",3483,7
197010357446014,Ondřej Prokop,Ondrej Prokop,3167,2
116778538400716,Brit,These ads ran without a disclaimer,2852,3
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,2532,6
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,1788,3
228361180513562,Deník E15,CZECH NEWS CENTER a. s.,1724,3
178362315106,European Parliament,European Parliament,1364,4
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1346,11
123858471641,iROZHLAS.cz,Český rozhlas,1339,3
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana - Praha,1233,4
302134090396266,Zdeněk Hřib - primátor Prahy,Česká pirátská strana - Praha,1142,2
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,1128,4
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,1025,9
137301989386,Aktuálně.cz,Aktuálně.cz,1014,5
109323929038,Česká pirátská strana,Česká pirátská strana,1010,9
1469427909957890,Reportér magazín,Reportér magazín,998,3
101288484695293,Evropská soda,DFMG,952,8
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",949,12
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,933,1
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,875,2
356451014434612,Marian Jurečka,KDU-ČSL,816,7
