Location name,Amount spent (CHF)
Aargau,456
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,186
Basel-Landschaft,101
Bern,346
Canton of Geneva,1355
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,636
Fribourg,139
Graubünden,≤100
Jura,≤100
Luzern,825
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,248
Unknown,≤100
Uri,≤100
Valais,197
Vaud,348
Zug,≤100
Zürich,720
