Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,2155720
Apure,392499
Aragua,2521256
Barinas,752150
Bolívar (state),1249297
Capital District,6895745
Carabobo,4753414
Cojedes,225000
Delta Amacuro,≤100
Falcón,1250537
Guárico,501612
Lara,3266440
Miranda (state),1964645
Monagas,501075
Mérida,2001612
Nueva Esparta,4905902
Portuguesa,696072
Sucre,501171
Trujillo,516073
Táchira,4255912
Vargas,656611
Yaracuy,750569
Zulia,7280020
