Location name,Amount spent (CZK)
Central Bohemian Region,6195
Hradec Králové Region,2570
Karlovy Vary Region,1826
Liberec Region,2237
Moravian-Silesian Region,6108
Olomouc Region,4445
Pardubice Region,2462
Plzeň Region,3116
Prague,12984
South Bohemian Region,3036
South Moravian Region,7119
Unknown,≤100
Vysočina Region,2253
Zlín Region,2916
Ústí nad Labem Region,4336
