Location name,Amount spent (MYR)
Johor,2067
Kedah,2044
Kelantan,1208
Kuala Lumpur,3099
Labuan,≤100
Malacca,712
Negeri Sembilan,925
Pahang,1111
Penang,1205
Perak,1541
Perlis,282
Putrajaya,210
Sabah,703
Sarawak,585
Selangor,7287
Terengganu,2349
Unknown,≤100
