Page ID,Page name,Disclaimer,Amount spent (AOA),Number of ads in Library
101014586118927,Apkshop,Graciete De Carvalho Faustino,2774,2
101119246141392,Festival International Soninké FISO Mauritanie 2023,These ads ran without a disclaimer,226,1
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
222308671116355,International Higher Education Teaching and Learning Association,These ads ran without a disclaimer,≤100,1
178343122212676,Deafblind International (DbI),These ads ran without a disclaimer,≤100,1
795079500550035,Diário do Povo Online,These ads ran without a disclaimer,≤100,1
109386503839531,Juliana Andrade,These ads ran without a disclaimer,≤100,2
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
385373441546595,Patrick Blessinger,These ads ran without a disclaimer,≤100,2
