Page ID,Page name,Disclaimer,Amount spent (BMD),Number of ads in Library
111113447867154,The Daily Dose,These ads ran without a disclaimer,≤100,1
214398035293119,Atlantic Union Adventist Youth Ministries,These ads ran without a disclaimer,≤100,1
