Page ID,Page name,Disclaimer,Amount spent (BMD),Number of ads in Library
150830641743673,Tomplay,These ads ran without a disclaimer,≤100,2
108558068531422,Smart doc magazin,These ads ran without a disclaimer,≤100,1
