Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
102931488739,Platforma Obywatelska,Platforma Obywatelska,1839,100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1300,38
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1102,21
107750507339408,Bart Staszewski,Fundacja Basta,1001,2
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,983,184
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Komarewicz,863,24
339855706171439,Dobra Fabryka,Dobra Fabryka,727,8
1529908490607057,European Cybersecurity Forum - Cybersec,Stowarzyszenie Instytut Kościuszki,674,8
111275624780972,Erase Indifference,Erase Indifference,670,7
1227194230675141,Pratia,Pratia SA,624,14
107898832590939,European Commission,European Commission,566,2
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,529,6
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,526,15
513969188677442,Compassion Polska,Compassion Polska,520,12
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,508,9
178362315106,European Parliament,European Parliament,482,7
142210712522850,Województwo Podlaskie,Urząd Marszałkowski Województwa Podlaskiego,466,2
618179678235315,wschód,wschód,416,3
102811109411234,Do:łącz,Dołącz,413,16
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,384,27
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,382,4
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,355,11
1683534065241470,OKO.press,OKO.press,329,23
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,318,7
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,299,5
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,Ministerstwo Rolnictwa i Rozwoju Wsi,292,1
178415208919146,Suwerenna Polska,Solidarna Polska,292,4
163488137165461,E.ON Polska,E.ON Polska,292,13
239574985661,Akademia Górniczo-Hutnicza w Krakowie,Akademia Górniczo-Hutnicza w Krakowie,290,5
1971966879776579,Konfederacja,Konfederacja Wolność i Niepodległość,280,1
256314858405394,Paweł Olszewski,Paweł Olszewski,276,4
276474826293767,Olivia Garden,Olivia Garden,275,15
1480642642217482,Marcin Dmowski,Marcin Dmowski,271,1
169913419732194,Michał Jaros,Michał Jaros,261,13
