Location name,Amount spent (CLP)
Antofagasta Region,56167
Araucanía Region,104455
Arica y Parinacota Region,37515
Atacama Region,21703
Aysén Region,10343
Bío Bío Region,223318
Coquimbo Region,68854
Los Lagos Region,63811
Los Ríos Region,27100
Magallanes y la Antártica Chilena Region,14275
Maule Region,82601
O'Higgins Region,78215
Santiago Metropolitan Region,715328
Tarapacá Region,31959
Unknown,306
Valparaíso Region,134449
