Location name,Amount spent (MYR)
Johor,557
Kedah,1678
Kelantan,734
Kuala Lumpur,2453
Labuan,≤100
Malacca,464
Negeri Sembilan,2737
Pahang,396
Penang,1909
Perak,1916
Perlis,104
Putrajaya,124
Sabah,292
Sarawak,337
Selangor,13252
Terengganu,1280
Unknown,≤100
