Location name,Amount spent (ZAR)
Eastern Cape,1061
Free State,724
Gauteng,4820
KwaZulu-Natal,2083
Limpopo,570
Mpumalanga,668
North West,525
Northern Cape,358
Unknown,≤100
Western Cape,6078
