Location name,Amount spent (BRL)
Acre (state),1658
Alagoas,4284
Amapá,901
Amazonas,7067
Bahia,16182
Ceará,13560
Espírito Santo,4937
Federal District,5046
Goiás,8773
Maranhão,6056
Mato Grosso,5598
Mato Grosso do Sul,4243
Minas Gerais,31431
Paraná,18067
Paraíba,5897
Pará,10136
Pernambuco,15099
Piauí,3399
Rio Grande do Norte,4767
Rio Grande do Sul,22165
Rio de Janeiro (state),23434
Rondônia,2532
Roraima,1157
Santa Catarina,13185
Sergipe,2358
São Paulo (state),93851
Tocantins,1552
Unknown,≤100
