Location name,Amount spent (EUR)
Aveiro District,149
Azores,≤100
Beja District,≤100
Braga District,186
Braganca,≤100
Castelo Branco District,≤100
Coimbra District,114
Faro District,128
Guarda District,≤100
Leiria District,119
Lisbon District,674
Madeira,≤100
Portalegre District,≤100
Porto District,425
Santarém District,115
Setúbal District,214
Unknown,≤100
Viana do Castelo District,≤100
Vila Real District,≤100
Viseu District,≤100
Évora District,≤100
