Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
122074554119,EU Social,EU Social,7327,9
102931488739,Platforma Obywatelska,Platforma Obywatelska,6019,76
102811109411234,Do:łącz,Dołącz,2490,12
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,2378,13
487587700423,Miasto Gdańsk,Miasto Gdańsk,1652,8
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1481,29
103423656514231,Fundacja Gdańska,Fundacja Gdańska,1403,12
105745031598028,Campus Polska Przyszłości,Fundacja Campus Polska Przyszłości,1024,11
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,875,28
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,823,6
57544755889,Amnesty International Polska,Amnesty International Polska,776,25
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,773,122
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,677,18
178415208919146,Suwerenna Polska,Solidarna Polska,658,11
104623181081757,Budżet Obywatelski Mazowsza,Urząd Marszałkowski Województwa Mazowieckiego,619,46
339855706171439,Dobra Fabryka,Dobra Fabryka,540,2
1683534065241470,OKO.press,OKO.press,534,19
107898832590939,European Commission,European Commission,528,3
707571179402224,Rada Miasta Gdańska,Rada Miasta Gdańska,473,3
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,472,4
228168274881,wysokieobcasy,wysokieobcasy,464,5
1227194230675141,Pratia,Pratia SA,441,16
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),440,6
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,431,4
930978763646427,Stanisław Tyszka,Stanisław Tyszka,379,2
391098174296294,Super Express,se.pl,369,10
230415296997772,bydgoszcz.pl,bydgoszcz.pl,368,2
152430678121698,Wielkopolskie Muzeum Niepodległości,Wielkopolskie Muzeum Niepodległości,342,4
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Komarewicz,339,16
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,Ministerstwo Rolnictwa i Rozwoju Wsi,327,1
940058816041174,Federacja Przedsiębiorców Polskich,Federacja Przedsiębiorców Polskich,321,7
110491392351511,LINK4,LINK4,314,1
126221077483593,Teatr Powszechny,Teatr Powszechny,307,2
749393698434460,Jarosław Krajewski,Jarosław Krajewski,285,8
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,284,39
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,283,6
1465965073732774,Łukasz Kohut,Łukasz Kohut,278,1
513969188677442,Compassion Polska,Compassion Polska,278,10
1659680027600979,Bydgoski Budżet Obywatelski,bydgoszcz.pl,274,4
113143203693,Santander Bank Polska,Santander Bank Polska,274,5
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,254,10
424950454257785,Kampania Prawdy,Kampania Prawdy,252,2
256314858405394,Paweł Olszewski,Paweł Olszewski,252,5
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,245,2
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,238,2
286672948180163,Tomasz Trela,Poseł Tomasz Trela,227,5
618179678235315,wschód,wschód,214,4
254609585192595,"Prof. Marek GZIK, Przewodniczący Sejmiku Województwa Śląskiego, MBA","Prof. Marek GZIK, Przewodniczący Sejmiku Województwa Śląskiego, MBA",214,3
148900455137471,Wyborowa Wódka,These ads ran without a disclaimer,203,2
395533923834784,PSL Mazowsze,Zarząd Wojewódzki Polskiego Stronnictwa Ludowego Województwa Mazowieckiego,201,21
398575110474591,Krzysztof Gadowski - Poseł na Sejm RP,Krzysztof Gadowski - Poseł na Sejm RP,199,1
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,193,21
1646168595688590,Kujawsko-Pomorski Urząd Wojewódzki w Bydgoszczy,Kujawsko-Pomorski Urząd Wojewódzki w Bydgoszczy,184,2
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,182,3
174123027189,Instytut Spraw Publicznych,Fundacja Instytut Spraw Publicznych,179,4
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",179,12
297486841148102,Ius Memoriae - Prawo Pamięci,Ius Memoriae,172,26
134214926657042,Radosław Sikorski,Radosław Sikorski,167,1
