Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
114601521910,Jorge Aldana,Jorge  Aldana,1008,1
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,808,1
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,433,5
491553204198958,Revistazo.com,Revistazo.com,398,9
138816232821931,PNUD en Honduras,PNUD (Programa de las Naciones Unidas  para el Desarrollo),339,3
643513979193133,Unidos por Beatriz,Neuma,173,8
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,2
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,1
103825695591860,Josue Colindres Diputado,Johana Elizabeth Colindres Castellanos,≤100,1
973656702704928,ParadigmaEncuestadora,Fredy Ordoñez Flores,≤100,1
709160849247917,Evis Santos,Evis Alexander Santos Tabora,≤100,1
105455862166061,Poder Popular,Sara Florencia Salgado Cortez,≤100,1
161303029020,IOM - UN Migration,These ads ran without a disclaimer,≤100,1
2317618755002063,TuResumen,These ads ran without a disclaimer,≤100,1
294028895335,The Ehlers-Danlos Society,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
101392245967359,Diputado Juan Lanza,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
100250911876042,Live Long Nature Travel,These ads ran without a disclaimer,≤100,1
95775573753,Frontiers,These ads ran without a disclaimer,≤100,1
