Location name,Amount spent (PKR)
Azad Kashmir,1524
Balochistan,2625
Federally Administered Tribal Areas,456
Gilgit-Baltistan,857
Islamabad Capital Territory,3568
Khyber Pakhtunkhwa,13209
Punjab,56370
Sindh,32976
Unknown,≤100
