Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,3972,42
163336718421,PSAC - AFPC,PSAC - AFPC,3752,58
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,2725,16
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,2557,64
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,2311,11
405377872902754,Canada Action,Canada Action,2055,60
394745970602999,The Council of Canadians,The Council of Canadians,1399,20
154462904588700,Enbridge Gas,Enbridge Gas,1223,86
689157954518219,Danielle Smith,United Conservative Party,1161,1
115835521825983,UNHCR Canada,UNHCR Canada,1129,36
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,1050,13
108635379686,CNIB,CNIB,1009,33
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,919,108
167577709932867,Fédération des professionnelles et  professionnels de l'éducation FPPE,Fédération des professionnelles et  professionnels de l'éducation FPPE,833,10
177741812241442,SCFP-Québec,le SCFP,780,23
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,741,57
270323369737229,Elections Alberta,Elections Alberta,730,11
1097840090260804,National Police Federation,National Police Federation,725,33
139019864276,Oxfam Canada,Oxfam Canada,723,44
1065217483613421,Anthony Lacavera,Anthony Lacavera,721,1
113760744964948,Raymond Powder for Chief - Fort McKay,136 Roundel Pl PICARD,712,3
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,683,60
227181994008595,CUPE Local 2484 Childcare Workers,CUPE Local 2484 Childcare Workers,681,1
281999881613,World Vision Canada,World Vision Canada,675,6
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,595,54
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,561,12
235872037238940,She Is Indigenous,Les Femmes Michif Otipemisiwak / Women of the Métis Nation,555,137
261752512263,Canadian Red Cross,Canadian Red Cross,554,4
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,553,52
177004795666755,Manitoba Government,Manitoba Government,520,14
160136850711053,CUPE Ontario,Sonya Yalda,519,3
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,498,10
1456690611311640,Canadian Health Coalition,Canadian Health Coalition,476,22
16761458703,University of British Columbia,The University of British Columbia,467,4
182645321760265,Ville de Montréal,Ville de Montréal,441,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,426,2
31912359596,University of Saskatchewan,University of Saskatchewan,424,43
114849617772737,Care2 Canada,Press Pause Collective,421,13
901776976544599,RBC Wealth Management,RBC Wealth Management,419,2
127923173900910,Ontario Federation of Agriculture,Ontario Federation of Agriculture,410,26
35715544220,Stand.earth,Stand.earth,365,22
106231507615280,Delivering Community Power - Vers des collectivités durables,Canadian Union of Postal Workers,360,8
633812813408377,Elections Canada,Elections Canada,359,12
2068689353407405,NDP PEI,NDP PEI,354,13
107385241806,Plan International Canada,Plan International Canada,342,24
183326331693112,Manitoba Federation of Labour,Manitoba Federation of Labour,329,9
7522587804,Green Party of Ontario,Green Party of Ontario,320,5
174238299256105,Manitoba Government and General Employees' Union (MGEU),Manitoba Government and General Employees' Union (MGEU),316,9
113707256426,Rachel Notley,Alberta's NDP Caucus,313,3
6319213302,Heart & Stroke,Heart & Stroke,311,5
183212951743526,PEI Liberals,PEI Liberals,301,34
181701075182303,Crohn's and Colitis Canada,Crohn's and Colitis Canada,296,35
52543970197,Environmental Defence Canada,Environmental Defence,295,7
1876748445895294,Canadians for Affordable Energy,Canadians for Affordable Energy,289,9
19750184960,Greenpeace Canada,Greenpeace Canada,289,199
152467601467262,BMO Groupe financier,BMO Financial Group,287,4
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,284,130
397610640623766,Saskatchewan Teachers' Federation,Saskatchewan Teachers' Federation,283,13
152467601467262,BMO Groupe financier,BMO Groupe financier,275,3
454725997987367,Manitoba Association of Health Care Professionals - MAHCP,Manitoba Association of Health Care Professionals,274,8
222322717930469,Government of New Brunswick,Government of New Brunswick,259,5
200828269970776,PEI PC Party,Progressive Conservative Association of PEI,250,19
180862678644381,Ontario NDP,Ontario NDP,246,9
117926081552324,Équiterre,Équiterre,243,14
143249880633,World Animal Protection Canada,World Animal Protection Canada,228,20
159713615718,WWF-Canada,WWF-Canada,226,18
639491102750080,Government of Newfoundland and Labrador,Government of Newfoundland and Labrador,217,24
106360778489053,Fuelling Canada,Canadian Gas Association,211,84
625254780822339,CUPE Manitoba,CUPE MB,207,4
185413851479580,New Brunswick Health Council / Conseil de la santé du Nouveau-Brunswick,New Brunswick Health Council / Conseil de la santé du Nouveau-Brunswick,201,6
106761421141349,CDVQ,La Coalition des droits des vapoteurs du Québec,200,10
114286393699596,The Peak,The Peak Media Collective Inc.,195,23
294663684004138,Boyle Street Community Services,Boyle Street Community Services,190,2
85291563763,ICNA Relief Canada,ICNA Relief Canada,185,19
14742445214,BC Green Party,BC Green Party,179,31
121455674601185,The Manitoba Teachers' Society,The Manitoba Teachers' Society,179,5
133690159980514,Leadnow,Leadnow Society,176,1
227950040549934,Randstad Canada,Randstad Canada,175,8
