Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,912,2
412238482219683,Kambaland,Kambaland,521,1
105833652399018,Maina Karobia,Mwangi Godfrey Maina,203,1
1027661637264186,Gov. Cecily Mbarire Fans Page,These ads ran without a disclaimer,123,1
101395678744958,Hon Philomena Chenangat Loitarengan,Philomena Chenangat Loitarengan,111,1
617071188761968,"Hon Omwera George Aladwa MP, Press",These ads ran without a disclaimer,≤100,1
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100,2
112398928398501,Wanjiku Thiga,Wanjiku Thiga,≤100,1
102543172267906,Celebrity Protection,These ads ran without a disclaimer,≤100,1
479285342097950,AeroTime,These ads ran without a disclaimer,≤100,1
556475357727793,World Organisation for Animal Health,These ads ran without a disclaimer,≤100,1
114186743283123,Australia Express,These ads ran without a disclaimer,≤100,1
100394278207437,Jielaani Hussein Eid,These ads ran without a disclaimer,≤100,1
1548871702035547,Університет імені Альфреда Нобеля,These ads ran without a disclaimer,≤100,1
349837788460874,CRI Kiswahili,These ads ran without a disclaimer,≤100,1
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,≤100,1
101949155245965,Graduatez - Campus Life,These ads ran without a disclaimer,≤100,1
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,1
105241441562595,Bob's Hideout - Stories,These ads ran without a disclaimer,≤100,3
218798922334223,COFCO,These ads ran without a disclaimer,≤100,2
