Location name,Amount spent (BRL)
Acre (state),751
Alagoas,2212
Amapá,840
Amazonas,3475
Bahia,14827
Ceará,7632
Espírito Santo,3029
Federal District,2882
Goiás,4409
Maranhão,5036
Mato Grosso,4350
Mato Grosso do Sul,2724
Minas Gerais,15985
Paraná,7795
Paraíba,3013
Pará,7449
Pernambuco,8421
Piauí,1941
Rio Grande do Norte,2946
Rio Grande do Sul,8760
Rio de Janeiro (state),16709
Rondônia,1419
Roraima,548
Santa Catarina,8992
Sergipe,1508
São Paulo (state),56846
Tocantins,3331
Unknown,≤100
