Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,14730153,7
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,6676209,8
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,4155118,51
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,2103048,18
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,1452964,9
117935907895698,Tidak resmi: inilahcom,Inilahcom,917340,10
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,732089,1
197545083607941,Harian Kompas,Harian Kompas,610386,21
120493494629294,Pikiran Rakyat,"Aditya Riantiko Akbar, ST",551513,3
101285652874555,Zahni Hafizh Atsari,Partai Solidaritas Indonesia,408705,2
212811572075740,Pemerintah Kota Malang,Ayu Fitria Mandarasari,405310,6
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,400973,2
444318475704011,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,341143,15
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,336316,3
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,313460,12
813887722072071,Yayasan Pundi Amal Bakti Ummat,Yayasan Pundi Amal Bakti Ummat,306407,21
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,299964,12
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,298062,34
111805655036485,Humas DPRD Pati,Aditya Rachmat Pamungkas,251731,6
695424653897661,Satia Chandra Wiguna,Partai Solidaritas Indonesia,206073,1
110750361762052,Pikiran Rakyat,Pikiran Rakyat,204400,7
106662402320800,Rakyat Beropini,Rakyat Beropini,204154,7
102305531653467,Suara Perjuangan,Suara Perjuangan,174327,6
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,163449,5
1597295260297184,"Kawasaki Heavy Industries, Ltd.",These ads ran without a disclaimer,161719,2
101171689515424,Pasha Ismaya Sukardi - fanpage,Pasha Ismaya Sukardi,158786,1
49097068129,GlobalXtreme,These ads ran without a disclaimer,152153,2
1690573611256871,Pemerintah Kota Manado,Bryan Sumilat,148915,2
106883058905796,Tanda Seru,Aditia Ramdani,147312,3
101428652793656,Readktif,Aditia Ramdani,147309,3
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,142474,10
103411659195911,JIMAT,Arik Luviani Putri Yasa,132985,6
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,128532,13
104032325847857,Wanita Idaman,These ads ran without a disclaimer,118206,2
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,109914,10
104317482149268,DPRD Provinsi Jawa Timur,Dinni Anggraeni,104229,6
108346091544917,Katalis IA,IA-CEPA ECP Katalis,104195,1
197930674140927,Gerindra Jawa Tengah,Azka Najib,100170,1
882638978454921,Raja Juli Antoni,Raja Juli Antoni,97508,3
488965394532508,CRI日本語,These ads ran without a disclaimer,96751,2
104054595928021,Bakti Untuk Rakyat,Fahmi Husaini Sanum,88591,2
127232094369851,Sayed Abubakar A. Assegaf - Fanspage,Sayed Abu Bakar Abdullah,80905,10
102273039070802,Info Terkini,Muhammad Miftakhunnaim,79520,9
173996829810061,Ryan F Kono,"Ryan Fahrichsan Kono, B.Com",73566,3
109793991710079,Jane Natalia Suryanto,Jane Natalia Suryanto,67009,3
108156498584853,Tetap Puan,Marabunta Family Cyber,66521,4
110547131467051,Ikfina Fahmawati,Diovanka Darmawan,64423,2
173776079818775,Saiful Mujani,Saidiman,63506,1
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,59207,1
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,58670,3
107922352222919,Strategi Pemenangan Politik,Konsultan Strategi Pemenangan Politik,55681,2
109326160749798,Hamdan Fuadi Urang Gambut,Hamdan Fuadi,52612,1
248242682390831,IMA MAHDIAH,Bayu Wicaksono,49776,2
104059522383148,Golkar Bangka Barat,Golkar Bangka Barat,49581,2
544107539358354,"Dr. H. Rusman Ya'qub, SPd, MSi",Rusman Yaqub,48228,6
902672103219521,Dr.Christian Widodo,Christian Widodo,41206,2
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,39012,4
105359335395173,Arif Priambodo,Arif Priambodo Baedowi,38107,2
112417251582480,APEL - Aplikasi Pemenangan Eksekutif & Legislatif,APEL - Aplikasi Pemenangan Eksekutif & Legislatif,32879,2
1661918984048732,Rumah Kelor,These ads ran without a disclaimer,29535,1
105978809075006,Curva Survey Indonesia,Curva Survey Indonesia,29301,1
312490859193724,mensbatik,Bayu Setayudha,26518,6
1160674184085116,"I G N Kesuma Kelakan,ST.,M.Si",Ign Kesuma Kelakan,25669,1
104427162506872,Fakta Anies,Fakta Anies,24995,2
102332655592625,BidikNews24.com,BidikNews24.com,24323,20
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,21277,2
109284775428512,"IMAM MUHLIS, M.H",Imam Muhlis,20806,2
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,20796,2
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,19988,2
101801699177654,Muhamad Sodikin,Saepujaman,19765,1
108571334357297,Melangkah Lebih Baik,Muhammad Miftakhunnaim,19396,2
397612604060624,ilham mendrofa,ilham mendrofa,19371,2
753113741702235,Tomy Andri Zulpa,Tomy Andri Zulpa,19037,3
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,18921,2
103089332689511,BRANI-Barisan Airlangga Untuk Indonesia,Robby Binur,18889,1
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,18552,2
139577716095155,Newcastle University,These ads ran without a disclaimer,18452,1
113628881147164,citrus.studioo,These ads ran without a disclaimer,17763,1
2053305094880961,Honda Cimone Tangerang,These ads ran without a disclaimer,15613,1
138564054486639,Voilà Ai Artist,These ads ran without a disclaimer,15260,2
725505594135727,Adventure Escape,These ads ran without a disclaimer,15260,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,15260,1
1766105710290235,Dr. Andreas Hugo Pareira,Dr. Andreas Hugo Pareira,12366,2
102176125918052,Sahabat Jane,Sahabat Jane,10465,1
107241861191421,Ilmu Tambang,Ilmu Tambang,8405,2
102317908914727,Climate Justice Indonesia,Climate Justice Indonesia,7547,2
768187943579533,KORMI Provinsi Jawa Barat,These ads ran without a disclaimer,6573,1
2099504500299182,Warung Bunda - Kanse Bunda,These ads ran without a disclaimer,5174,1
110647898605431,Info Solo Raya,Bayu Wicaksono,5132,1
164800207258203,SUARANTB.com,SUARANTB.com,4670,1
108572101523372,灣傳媒,These ads ran without a disclaimer,4401,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,2271,1
100402356254159,Dewafisu,These ads ran without a disclaimer,1238,2
118991847792354,Sahabat Ardi P Prabowo,These ads ran without a disclaimer,957,1
101355948222111,Golkar Indonesia,Golkar Indonesia,626,1
