Location name,Amount spent (USD)
Alabama,12163
Alaska,6826
American Samoa,≤100
Arizona,27956
Arkansas,6766
California,152863
Colorado,45176
Connecticut,17505
Delaware,3816
Florida,93274
Georgia,32486
Guam,≤100
Hawaii,5272
Idaho,6428
Illinois,84962
Indiana,24793
Iowa,11461
Kansas,10237
Kentucky,13781
Louisiana,14745
Maine,9189
Maryland,32377
Massachusetts,28960
Michigan,41686
Minnesota,25535
Mississippi,6712
Missouri,31239
Montana,6253
Nebraska,8729
Nevada,11889
New Hampshire,6004
New Jersey,38796
New Mexico,6612
New York,131179
North Carolina,33841
North Dakota,2420
Northern Mariana Islands,≤100
Ohio,45407
Oklahoma,13994
Oregon,19463
Pennsylvania,55701
Puerto Rico,147
Rhode Island,4049
South Carolina,17311
South Dakota,2009
Tennessee,30473
Texas,111232
Unknown,≤100
Utah,9069
Vermont,5176
Virgin Islands (U.S.),≤100
Virginia,36553
Washington,30703
"Washington, District of Columbia",14085
West Virginia,5347
Wisconsin,135524
Wyoming,1662
