Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,8260756,15
54779960819,United Nations,United Nations with Facebook Ad Credits,6208810,3
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,5674201,46
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,5219004,87
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,4596347,84
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,4479241,4
23383061178,Prabowo Subianto,indonesia Adil makmur,2518077,2
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,2385207,33
197545083607941,Harian Kompas,Harian Kompas,2279738,52
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,2133559,20
1854187061497992,Jogja Dukung Ganjar,Ganjar Nusantara Indonesia,1232008,7
101203454841155,Kota Kite,Prayogo,1065462,13
102708602466860,Riau Dukung Ganjar,Ganjar Nusantara Indonesia,1051278,8
101284185918970,Rumah Kita Riau,Ganjar Nusantara Indonesia,1043323,8
114780578173621,Lubang Politik,These ads ran without a disclaimer,624273,21
114780578173621,Lubang Politik,Aditia Ramdani,526680,11
104101959243787,Mbak Puan for President 2024,Pendukung Puan 'Agus Sugianto',503161,7
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,492814,3
111241268349257,Ogan Komering ilir Cerita,Ganjar Nusantara Indonesia,439368,2
108705558596782,Makassar berteman,Ganjar Nusantara Indonesia,427050,2
100357306113912,Bone tersenyum,Ganjar Nusantara Indonesia,425893,2
109506435180993,Gowa terbuka,Ganjar Nusantara Indonesia,418306,2
102672669369785,Suara Akar Bawah,Aditia Ramdani,416083,12
101491652672085,Gagasan Banyuasin,Ganjar Nusantara Indonesia,406425,2
108294188639371,Medan satu,Ganjar Nusantara Indonesia,402943,2
100343616115301,Deli serdang tertanam,Ganjar Nusantara Indonesia,402194,2
103459482464091,Membawa langkat,Ganjar Nusantara Indonesia,399917,2
111272021680009,Cendekiawan Palembang,Ganjar Nusantara Indonesia,395480,2
342449962923657,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,384040,3
104769328970097,Joedea Aris Theofilus,Partai Solidaritas Indonesia,378205,1
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,374949,2
104830667806476,Melihat Indonesia,Melihat Indonesia,370748,4
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,349429,42
111519674977954,Lampung Utara Media,Ganjar Nusantara Indonesia,316763,2
110547131467051,Ikfina Fahmawati,Diovanka Darmawan,313873,6
104622532469179,Populis,Aditia Ramdani,312887,12
106304798840888,Potret Pandeglang,Ganjar Nusantara Indonesia,309583,2
107712755364133,Melihat Tangerang,Ganjar Nusantara Indonesia,301097,2
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,301026,12
109916735140811,Lampung Tengah Berfikir,Ganjar Nusantara Indonesia,298974,2
101157472699039,Lensa Lebak,Ganjar Nusantara Indonesia,297599,2
113037281623772,Tangerang Kota Bercerita,Ganjar Nusantara Indonesia,295736,2
111613951635299,Lampung Timur Pedia,Ganjar Nusantara Indonesia,295309,2
104732402342782,Filosofi tangerang selatan,Ganjar Nusantara Indonesia,293601,2
107690102033332,Diskusi Tanggamus,Ganjar Nusantara Indonesia,291607,2
108358428631534,Lampung Selatan Bersuara,Ganjar Nusantara Indonesia,290319,2
100754459407291,Inspirasi Bandar Lampung,Ganjar Nusantara Indonesia,289729,2
107314345341621,Zakiyuddin harahap,Zakiyuddin harahap,288715,12
101221822692653,Filosofi Serang,Ganjar Nusantara Indonesia,283360,2
110440058420230,Discussion Cilegon,Ganjar Nusantara Indonesia,283129,2
103742372435301,Serang News,Ganjar Nusantara Indonesia,282642,2
106883058905796,Tanda Seru,Aditia Ramdani,257796,13
110827921712816,Melihat jakarta pusat,Ganjar Nusantara Indonesia,251141,2
173776079818775,Saiful Mujani,Saidiman,249888,1
106079928863841,Kepulauan seribu bersatu,Ganjar Nusantara Indonesia,244191,2
100780439404059,Aspirasi jakarta utara,Ganjar Nusantara Indonesia,235103,2
105193322287911,Ideal jakarta selatan,Ganjar Nusantara Indonesia,233024,2
103663435776469,Figur jakarta barat,Ganjar Nusantara Indonesia,232201,2
103459502642464,Dulure Mbak Puan,Pendukung Puan 'Agus Sugianto',225926,3
107713638697378,Filosofi jakarta timur,Ganjar Nusantara Indonesia,224476,2
101428652793656,Readktif,Aditia Ramdani,214557,9
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,209563,22
100634344801574,Gus Raharjo,Septian Raharjo,209467,1
103905329262702,Pendukung Puan 2024,Pendukung Puan 'Agus Sugianto',199912,3
103411659195911,JIMAT,Arik Luviani Putri Yasa,198817,9
110195338413992,GP Kalimantan Tengah,Ganjar Nusantara Indonesia,195375,4
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,192221,2
101791176154457,Kodepolitik A1,Aditia Ramdani,180806,2
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,178533,1
102981496004696,Relawan Sedulur Nafa Urbach,Siti Rospeni,175173,12
104551891580390,Fahira Idris,Nurazmi Batubara,174564,1
100738338510838,Bangkitlah Indonesia,Iwan Hardiansyah,161083,16
101013849386195,Tema Bantul,Ganjar Nusantara Indonesia,150047,1
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,148460,12
101897212629526,Suasana jogjakarta,Ganjar Nusantara Indonesia,146151,1
102626198026698,Rika Sudjiman,Juniar Dwi Harianto,143263,3
111705291366075,Sobat Erick Thohir,Antonius Maghu Ate,134332,8
110952238516382,Kiki Daliyo,Juniar Dwi Harianto,132586,2
342449962923657,Berita Ganjar Pranowo,Septian Raharjo,107163,2
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,105974,10
101403669397488,Nikmatul Sugiyarto,Juniar Dwi Harianto,104974,1
100248349384577,Jateng Dukung Ganjar,Ganjar Nusantara Indonesia,101445,2
190425801778515,R. Graal Taliawo,Riedno Graal Taliawo,100222,1
108033718631640,GP Kalimantan Barat,Ganjar Nusantara Indonesia,100003,3
101101492306034,Mega News,Siti Sarah Iskandar,100000,1
103110502426027,Jatim Dukung Ganjar,Ganjar Nusantara Indonesia,95009,2
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,94904,10
107705162204156,Komisi Pemilihan Umum Kabupaten Kutai Kartanegara,Ria Rosianna Simbolon,90574,1
116802887958054,Sahabat Mbak Puan,Pendukung Puan,87110,1
104830667806476,Melihat Indonesia,Ganjar Nusantara Indonesia,86887,2
100398849135155,Sandiku Sayang,Iwan Hardiansyah,85705,8
110126448639394,Kita Mbak Puan,Kita Puan,76673,1
544107539358354,"Dr. H. Rusman Ya'qub, SPd, MSi",Rusman Yaqub,74740,7
113058461386521,Mercusuar Indonesia,Bayu Wicaksono,71406,3
110037828037739,Jateng Pedia,Bayu Wicaksono,71068,3
101338198587608,Indonesia Luar Biasa,Bayu Wicaksono,71057,3
100676262667808,Story Nusantara,Bayu Wicaksono,71041,3
105313791512717,Jateng Sentris,Bayu Wicaksono,70387,3
40841178757,Elnino Mohi,Elnino Mohamad Husein Mohi,69435,2
148551616293,The Australian National University,These ads ran without a disclaimer,67525,2
397612604060624,ilham mendrofa,ilham mendrofa,65269,2
101759701622022,PSI Merauke,Jeremias Michael Omona,65035,1
147555216186069,Christina Aryani,Christina Aryani Foundation,63442,1
756567881057213,Airlangga Hartarto,Airlangga Hartarto,60121,2
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,58607,2
106819071134947,Lamhot Sinaga,Oki Ohara Sibarani,57806,1
188027331578313,Andre Lukman,Andre Lukman,53257,1
633246560165629,Fujifilm Global,These ads ran without a disclaimer,52338,1
101496148036688,Milk Monster Baby Shop,Katryn Tirto,48984,1
131169181232,VOGUE JAPAN,These ads ran without a disclaimer,48794,2
1566811330067048,Gesuri,Gesuri,47674,3
202555993805088,Caption,Bayu Wicaksono,47188,2
104799384898162,Indonesia Berkabar,Bayu Wicaksono,47106,2
114460673670696,Pati Raya ID,Bayu Wicaksono,47078,2
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,46789,4
526765274016858,DPD Gerindra Gorontalo,Elnino Mohamad Husein Mohi,45366,3
1476996532583231,Syaiful Ramadhan,Syaiful Ramadhan,44213,2
102273039070802,Info Terkini,Muhammad Miftakhunnaim,42088,5
314205292747611,Sahabat Abraham Liyanto,Yesenia Irene Liyanto,32487,1
1331975750272439,CPNS CAT,These ads ran without a disclaimer,27845,4
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,23672,2
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,22969,2
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,22246,2
106584595452427,Rumah GP Pantura,Ganjar Nusantara Indonesia,21469,1
108571334357297,Melangkah Lebih Baik,Muhammad Miftakhunnaim,21276,2
104563194242253,Enjoy Jateng,Bayu Wicaksono,21088,3
101468145927356,Ferry Wawan Cahyono,Ferry Wawan Cahyono,21062,1
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,20863,2
106253264560859,Air Kami,Air Kami,20685,1
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,20406,2
100739975934515,Kemajuan Tanah Air,Muhammad Miftakhunnaim,20336,2
101801699177654,Muhamad Sodikin,Saepujaman,20060,1
104843487722931,Portal Islam id,Portal Islam ID,19832,1
1160674184085116,"I G N Kesuma Kelakan,ST.,M.Si",Ign Kesuma Kelakan,19693,1
173996829810061,Ryan F Kono,"Ryan Fahrichsan Kono, B.Com",18992,1
312490859193724,mensbatik,Bayu Setayudha,17678,4
100211925498396,Partai Gerindra Jawa Timur,Abd Rahman Hamid,17623,1
107019302070970,GP Kepulauan Riau,Ganjar Nusantara Indonesia,13085,1
753113741702235,Tomy Andri Zulpa,Tomy Andri Zulpa,12078,2
110897011635842,Ganjar Jabar,Ganjar Nusantara Indonesia,11356,1
103581752405141,Sobar Harahap,Juniar Dwi Harianto,11184,1
101220845990276,GP Bengkulu,Ganjar Nusantara Indonesia,10534,1
111090608323091,GP Kalimantan Selatan,Ganjar Nusantara Indonesia,10414,1
104052735675516,Sulut Dukung Ganjar,Ganjar Nusantara Indonesia,10411,1
2222018624739038,Jakarta Dukung Ganjar,Ganjar Nusantara Indonesia,10397,1
197930674140927,Gerindra Jawa Tengah,Azka Najib,10284,1
106681168697547,Rumah kita sulsel,Ganjar Nusantara Indonesia,10240,1
101383579268587,Sumut Dukung Ganjar,Ganjar Nusantara Indonesia,10232,1
106499898747570,Lampung Dukung Ganjar,Ganjar Nusantara Indonesia,10157,1
103117879108618,Jatim Untuk Ganjar,Ganjar Nusantara Indonesia,10089,1
1033193516732257,Jabar Dukung Ganjar,Ganjar Nusantara Indonesia,10071,1
107611851968705,Sumsel Dukung Ganjar,Ganjar Nusantara Indonesia,10063,1
101851468280755,RUMAH KITA Lamongan,Ganjar Nusantara Indonesia,10007,1
101053572540830,Sahabat Inspirasi,Ganjar Nusantara Indonesia,9990,1
102418629201622,GP Nusa Tenggara Timur,Ganjar Nusantara Indonesia,9976,1
101396779210463,Rumah Kita Jatim,Ganjar Nusantara Indonesia,9971,1
101552865962561,GP Oku Raya,Ganjar Nusantara Indonesia,9934,1
100382756075812,GP Kalimantan Timur,Ganjar Nusantara Indonesia,9874,1
105984728799517,Sulsel Dukung Ganjar,Ganjar Nusantara Indonesia,9863,1
101648362613609,GP Sulawesi Tengah,Ganjar Nusantara Indonesia,9783,1
103292932453775,GP Tapal Kuda,Ganjar Nusantara Indonesia,9734,1
116357131050852,Rumah Kita jambi,Ganjar Nusantara Indonesia,9715,1
114105438017003,GP Nusa Tenggara Barat,Ganjar Nusantara Indonesia,9630,1
1716437738583378,Banten Dukung Ganjar,Ganjar Nusantara Indonesia,9351,1
101218402657205,GP Aceh,Ganjar Nusantara Indonesia,9294,1
1652217288371342,Lotte Choco Pie Indonesia,These ads ran without a disclaimer,8598,1
127232094369851,Sayed Abubakar A. Assegaf - Fanspage,Sayed Abu Bakar Abdullah,8521,2
112570091503539,GP Papua,Ganjar Nusantara Indonesia,8312,1
100776135899424,Dr. H. Syamsurizal SE MM,Dr. H. Syamsurizal SE MM,8072,1
102265096099887,sky_perwira,These ads ran without a disclaimer,8011,2
112121504882485,GP Bali,Ganjar Nusantara Indonesia,7844,1
164800207258203,SUARANTB.com,SUARANTB.com,7505,1
107810300597069,Djainuri & Henry Attorney at law,These ads ran without a disclaimer,6697,1
136428433091172,Tv5monde Asie Pacifique,These ads ran without a disclaimer,6488,1
266790296879,Bloomberg,These ads ran without a disclaimer,6385,3
106767125434048,Rumah GP Sumatra Barat,Ganjar Nusantara Indonesia,4899,1
