Location name,Amount spent (BRL)
Acre (state),538
Alagoas,3090
Amapá,650
Amazonas,5376
Bahia,11118
Ceará,7818
Espírito Santo,2887
Federal District,3862
Goiás,6087
Maranhão,5333
Mato Grosso,6568
Mato Grosso do Sul,3903
Minas Gerais,25903
Paraná,11465
Paraíba,4103
Pará,5546
Pernambuco,9403
Piauí,2840
Rio Grande do Norte,4246
Rio Grande do Sul,10557
Rio de Janeiro (state),15650
Rondônia,1852
Roraima,1388
Santa Catarina,8891
Sergipe,2595
São Paulo (state),66701
Tocantins,1555
Unknown,≤100
