Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Foreldrasamtök gegn áfengisauglýsingum,13448,1
421599157910800,Mazda á Íslandi - Brimborg,These ads ran without a disclaimer,1835,1
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,1551,3
117923164930140,Lifandi vísindi- Lifandi saga,Lifandi vísindi- Lifandi saga,1172,5
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,975,37
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,427,1
185741612014,Nordisk Ministerråd og Nordisk Råd,These ads ran without a disclaimer,252,2
154893001218870,ADHD samtökin,ADHD samtökin,147,1
109353154135430,E.N. Publishing,These ads ran without a disclaimer,131,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,7
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,1
122522717506421,3D All Over Print Shirts,These ads ran without a disclaimer,≤100,1
107776705744280,,These ads ran without a disclaimer,≤100,1
130467394263248,Dyness,These ads ran without a disclaimer,≤100,1
550751965021284,Success Resources,These ads ran without a disclaimer,≤100,1
