Location name,Amount spent (BRL)
Acre (state),678
Alagoas,2488
Amapá,1041
Amazonas,4345
Bahia,9606
Ceará,9403
Espírito Santo,2558
Federal District,4454
Goiás,8824
Maranhão,6643
Mato Grosso,6057
Mato Grosso do Sul,2994
Minas Gerais,26388
Paraná,8454
Paraíba,3167
Pará,8195
Pernambuco,6958
Piauí,2451
Rio Grande do Norte,3325
Rio Grande do Sul,9927
Rio de Janeiro (state),16407
Rondônia,1718
Roraima,965
Santa Catarina,8450
Sergipe,3262
São Paulo (state),46056
Tocantins,2541
Unknown,≤100
