Location name,Amount spent (MYR)
Johor,386
Kedah,257
Kelantan,164
Kuala Lumpur,593
Labuan,≤100
Malacca,187
Negeri Sembilan,188
Pahang,192
Penang,262
Perak,333
Perlis,≤100
Putrajaya,≤100
Sabah,322
Sarawak,387
Selangor,900
Terengganu,164
Unknown,≤100
