Location name,Amount spent (NOK)
Akershus,5286
Aust-Agder,741
Buskerud,1855
Finnmark,684
Hedmark,1209
Hordaland,4093
Møre og Romsdal,3271
Nord-Trøndelag,1192
Nordland,1696
Oppland,1130
Oslo,9457
Rogaland,3965
Sogn og Fjordane,684
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,5760
Telemark,1624
Troms,1547
Unknown,≤100
Vest-Agder,1808
Vestfold,2358
Østfold,1904
