Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,26930696,12
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,23000817,182
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,10777340,5
102793242742002,Jaksapedia,JAKSAPEDIA,3083115,34
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,2363005,1
101971245965029,Siap Kawal Polri,Kawal Polri,1751103,34
197545083607941,Harian Kompas,Harian Kompas,1686996,36
104427162506872,Fakta Anies,Fakta Anies,742864,32
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,661416,28
1165819730216749,Global Ehsan Relief Indonesia,Global Ehsan Relief Indonesia,592500,3
120493494629294,Pikiran Rakyat,"Aditya Riantiko Akbar, ST",530202,2
102712985995817,Sobat Airlangga Hartarto,Sobat Airlangga Hartarto,498264,8
105818752347206,Teman Airlangga Hartarto,These ads ran without a disclaimer,487262,4
173776079818775,Saiful Mujani,Saidiman,433597,3
105818752347206,Teman Airlangga Hartarto,Teman Airlangga Hartarto,421236,4
522550394872544,"M Sarmuji, SE., MSi.",Muhammad Sarmuji,411948,1
118592938221174,ZTE Corporation,These ads ran without a disclaimer,388378,1
397612604060624,ilham mendrofa,ilham mendrofa,343211,2
286082008970276,Diksar Satpam Pataka Sriwijaya,These ads ran without a disclaimer,324069,2
444318475704011,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,311869,36
292939164731691,Relawan Herviano,Relawan Herviano,305799,7
117935907895698,Tidak resmi: inilahcom,Inilahcom,292402,3
769095856453652,Axel Arigato,These ads ran without a disclaimer,281638,1
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,281361,12
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,279383,30
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,248413,6
104830667806476,Melihat Indonesia,Septian Raharjo,243103,11
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,241012,13
104317482149268,DPRD Provinsi Jawa Timur,Dinni Anggraeni,240405,9
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,236156,6
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,232303,6
318316705029207,Jefirstson R Riwu Kore,Jefirstson R Riwu Kore,227868,5
113573424921049,Kokok Dirgantoro,Partai Solidaritas Indonesia,226787,1
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,218882,17
