Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,195491,19
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,30430,4
103809421141862,Grvforgovlagos,Grvforgovlagos,27862,7
492378324116772,The Lagos State Government,The Lagos State Government,23696,1
903423006458068,Orodata Science,Orodata Science,20198,2
1567614746869354,Daily Shopping,Awotidebe Oluwaseyifunmi,12698,3
111671415154722,The Time is Now,Team Caleb Mutfwang,10063,2
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,9658,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,9001,4
102169824695398,Rero TV,Rero TV,5354,14
1483156181977342,Precious Eze's Blog,Precious Eze's Blog,5307,9
110806117813125,Comr. Chief Mrs. Beatrice Itubo,Comr. Chief Mrs. Beatrice Itubo,5066,7
109187398481463,Peter Ndubuisi Mbah,Peter Ndubuisi Mbah,4787,2
654180731859809,T-Police,T-Police,4000,1
109880244986042,Caleb Mutfwang,Team Caleb Mutfwang,3895,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,3776,3
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,3474,1
355399445235927,WE Accord,WE Accord,3238,6
435761629822155,Commonwealth Foundation,These ads ran without a disclaimer,3127,2
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,3032,5
108938728492589,"Hon. Danjuma Azi  CPA, Gmnimn, JP, PDP Candidate PLSHA Jos-North West",Isaac Bilson,2978,3
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,2878,2
110043258402172,Hon. Habibu Abubakar Sambo -Imamu,Habibu Sambo Abubakar,2457,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,2444,1
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,2305,1
112449711643956,Chika Aji for Member Essodo Ward 2 Enugu State House of Assembly - Ypp,Chizoba Jideofor Nebuwa,1984,1
215863191948778,Frank Nweke Jr,Frank Nweke Ii,1917,3
2162773263850270,Khalil Network,Khalil Network,1844,1
101669621264320,Lawrence B. Tamunokiri,Tamunokiri Biebele Lawrence,1735,7
1378356925818542,Advertise With Us,Joshua Keftin Amuga,1667,2
106900875202419,Newsflow.com.ng,newsflow,1638,1
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,1599,3
257077681149008,Stanley Nsemo-Livingstone,Stanley Nsemo-Livingstone,1536,3
360885127746618,High Chief Ikechi Emenike,High Chief Ikechi Emenike,1533,8
100202924924063,Page 36,Page 36,1406,4
115798340116713,Ogouniquetv,Ogouniquetv,1396,4
104576632565512,K MOVE 2023,Kefas Movement 2023,1389,1
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,1271,2
103018869332378,BantuPage,Ikechukwu Orji,1270,2
108796611296489,INUWA 4+4 TV,INUWA 4+4 TV,1254,2
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,1159,1
110141021757747,Bago Youth Connect,Bago Youth Connect,1071,1
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,1039,2
104663752433213,GSM 2.0,Seyi Makinde Campaign Organisation,1028,1
2005706202975210,Child Protection & Peer Learning Initiative - CPPLI,Gidado Abdurrahman Ibrahim,1001,1
1663913513914881,English Cameroon for a United Cameroon,English Cameroon for a United Cameroon,991,2
104680361991427,Hon. Mojisolaoluwa Alli-Macaulay,Omayeli Christabell Amorighoye,912,1
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,847,1
110537290867442,Art by Omar Hassib,These ads ran without a disclaimer,825,1
294587734226015,Hon. Amb. Sobomabo Jackrich - Egberipapa,Hon. Amb. Sobomabo Jackrich - Egberipapa,819,1
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,795,2
257044301821870,Sen Barau Jibrin,Ayodeji Adeola Badru,751,2
108506578787355,Twin Ajaple,These ads ran without a disclaimer,747,2
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,742,1
109187398481463,Peter Ndubuisi Mbah,These ads ran without a disclaimer,733,1
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,722,2
106064468251927,Community Initiatives to Promote Peace,ARDA DCI,715,2
115024418147264,skilzydee,These ads ran without a disclaimer,677,1
211082306470490,Klick Media NG,Klick Media NG,668,1
110412275223352,Bago Media Centre,Bago Media Centre,660,1
600402833721886,Erumura David 4 DTHA Uvwie Constituency,David Erumura Enawore,623,1
241499009731835,Ifeanyichukwu Ibezi,Ifeanyichukwu Ibezi,602,1
101886116160600,SootCityng,X3M ideas,581,4
104735345471204,A&F Beauty store,These ads ran without a disclaimer,556,1
105901679068363,SME Biz Accounting,These ads ran without a disclaimer,539,1
331985171374192,Catch Them Young Community Initiative,Philemon Nwakile,465,1
605599926578140,Distinguished Senator Yakubu Oseni Media Crew,Hamzat Amoto Muhammedjamiu,464,1
305116906990763,Sahelia Solar Officiel,These ads ran without a disclaimer,461,1
371227786709544,Refund Express LLC,These ads ran without a disclaimer,461,1
105675572013946,Sapele Mirror News,Oghenebrorhie Okotie,379,1
108196610945393,H.E Dr Nasir Yusuf Gawuna,Ayodeji Adeola Badru,377,1
169276814006847,musmot ventures,These ads ran without a disclaimer,373,1
321548801710742,Gawuna TV,Ayodeji Adeola Badru,371,1
102016492838251,Yung doc,These ads ran without a disclaimer,277,1
101501795704961,Sen Yakubu Lado Tv,Ayodeji Adeola Badru,274,1
105588155794426,Core Groups Network For Kenneth GBAGI,Okonne Ikechukwu Benjamin,223,4
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,221,2
112341508180161,Hon. Aminu Bako for Member Jalingo 2 - Bako Gida Gida,Ismaila Aminu Sharubutu,203,2
109450211203581,A Senator For All,Azeez Olasunkanmi Lekan,134,1
113632734948683,WordMaster Media Blog,WordMaster Media Blog,119,1
110543331837459,Abel Enemona Ellah,These ads ran without a disclaimer,110,1
101813086045206,Hon. Suleiman Abdulrazak Sariki,Hon. Suleiman Abdulrazak Sariki,≤100,1
152470745284177,Christian Business Community,These ads ran without a disclaimer,≤100,1
111129445240046,Toyin Amuzu walks the talk,These ads ran without a disclaimer,≤100,1
103789762224168,Xender emmanuel the  Internet Analyst,These ads ran without a disclaimer,≤100,1
104009615779917,Engineer Jeremiah Abiola Awoyeye,Olayemi Olamide Awoyemi,≤100,1
435272526866135,North American Kurdish Alliance - NAKA,These ads ran without a disclaimer,≤100,1
109364317459414,Ban Cat and Dog Meat in Vietnam,These ads ran without a disclaimer,≤100,1
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,≤100,2
108409741002988,Prince Hadi Sani; SA to Ogun State Governor on Inter-Ethnic Affairs.,Adu Ifeoluwa,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,4
111160730747637,Trivia Stars,These ads ran without a disclaimer,≤100,2
106612857617297,directorkey,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,≤100,1
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
778233762219128,Williams Uchemba,These ads ran without a disclaimer,≤100,1
549737535105860,Voice of Enuani,These ads ran without a disclaimer,≤100,1
