Location name,Amount spent (EUR)
Aruba,≤100
"Bonaire, Sint Eustatius and Saba",≤100
Curaçao,≤100
Drenthe,354
Flevoland,306
Friesland,435
Gelderland,1376
Groningen,422
Limburg,827
Noord-Holland,2540
North Brabant,1630
Overijssel,791
Sint Maarten,≤100
Unknown,≤100
Utrecht,1098
Zeeland,246
Zuid-Holland,3235
