Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,169999
Apure,≤100
Aragua,224998
Barinas,109999
Bolívar (state),169999
Capital District,1172496
Carabobo,549997
Cojedes,≤100
Delta Amacuro,≤100
Falcón,≤100
Guárico,79999
Lara,250000
Miranda (state),412498
Monagas,65000
Mérida,127499
Nueva Esparta,≤100
Portuguesa,99999
Sucre,≤100
Trujillo,≤100
Táchira,107500
Unknown,≤100
Vargas,89999
Yaracuy,≤100
Zulia,3037492
