Location name,Amount spent (CAD)
Alberta,16356
British Columbia,6583
Manitoba,3021
New Brunswick,1180
Newfoundland and Labrador,898
Northwest Territories,124
Nova Scotia,1414
Nunavut,≤100
Ontario,22004
Prince Edward Island,287
Quebec,11294
Saskatchewan,1942
Unknown,≤100
Yukon,≤100
