Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
1438703606372190,Elham Said Freiha,Elham Freiha,129179,1
1428873024044736,المدن - almodon,المدن - almodon‎,100304,15
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,79027,5
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,63830,6
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,47112,7
161488540921957,صيدا أون لاين - أخبار صيدا,Saida Online,45593,1
106197498149118,لبنان الكبير,Grand Lebanon,37994,11
102023711572671,أساس ميديا -  Asas Media,asasmedia,19757,5
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,19757,1
110470091436602,Ici Beyrouth,Ici beyrouth,19544,6
107698404702208,Alkalima,Alkalima Onlime,16717,5
107800617419717,MYKA Foundation,Elie M. ElHelou,15198,1
394633411339696,fiftyfiftylb,FiftyFiftylb,9149,1
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,7599,1
121129357949826,Saida Online,Saida Online,7599,1
103064288692603,Le Courrier Du Cedre,Marwan Rashid,7599,1
106821968055687,Leila Dagher,Leila Dagher,4650,2
1744356319118477,هنا لبنان,هنا لبنان,4559,2
210927869316790,Mohamad Shaker Kawas - محمد شاكر القواس,Mohammed Agha,3040,1
128417954019381,Al-Moltaka,Melhem Boustany,3040,1
101492732793894,polytalks.lb,These ads ran without a disclaimer,3040,1
129660230432028,Dr. Toufic Hindi,Toufic Hindi,2112,1
1517088885216557,AIG,These ads ran without a disclaimer,1778,3
102843667817596,Mohamad Karam Jardali محمد كرم الجردلي,Mohamad Karam Jardali,1520,1
401704656668751,Lebanese Syriac Union Party,These ads ran without a disclaimer,1520,1
109256447165736,Lebanese_revolution_19,These ads ran without a disclaimer,350,1
105436115590603,Sahat - ساحات,These ads ran without a disclaimer,152,1
111876598323760,صدى الارز اللبنانية,Charbel Nouh,137,1
100857675472522,ScreeN+,These ads ran without a disclaimer,≤100,1
131169181232,VOGUE JAPAN,These ads ran without a disclaimer,≤100,2
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
1557231747832291,afikra,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
116690601031944,Million,These ads ran without a disclaimer,≤100,1
118031212433,Animalia,These ads ran without a disclaimer,≤100,1
274400273295605,Programa Papo de Bola,These ads ran without a disclaimer,≤100,1
212864082137,Mike Manning,These ads ran without a disclaimer,≤100,1
533974930053676,سارة السهيل  صفحة,These ads ran without a disclaimer,≤100,1
345840486219924,Energy China,These ads ran without a disclaimer,≤100,1
