Location name,Amount spent (USD)
Barisal Division,172
Chittagong Division,166
Dhaka Division,326
Khulna Division,≤100
Rajshahi Division,≤100
Rangpur Division,≤100
Sylhet Division,≤100
Unknown,≤100
