Location name,Amount spent (EUR)
Attica (region),1305
Central Greece (region),183
Central Macedonia,653
Crete,169
Eastern Macedonia and Thrace,119
Epirus (region),≤100
Ionian Islands (region),≤100
Northern Aegean,≤100
Peloponnese (region),123
Southern Aegean,≤100
Thessaly,142
Western Greece,180
Western Macedonia,≤100
