Location name,Amount spent (ARS)
Buenos Aires,605136
Catamarca,44935
Chaco,55568
Chubut,47455
Ciudad Autónoma de Buenos Aires,88128
Corrientes,18456
Córdoba,1347715
Entre Rios,34260
Formosa,14102
Jujuy,11270
La Pampa,85823
La Rioja,14093
Mendoza,26218
Misiones,13053
Neuquén,74068
Río Negro,19261
Salta,88684
San Juan,37367
San Luis,58754
Santa Cruz,5125
Santa Fe,445943
Santiago del Estero,6774
Tierra del Fuego,92497
Tucuman,40274
Unknown,≤100
