Location name,Amount spent (CHF)
Aargau,299
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,315
Basel-Landschaft,113
Bern,614
Canton of Geneva,291
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,200
Fribourg,226
Graubünden,≤100
Jura,≤100
Luzern,190
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,173
Solothurn,119
Thurgau,111
Ticino,170
Unknown,≤100
Uri,≤100
Valais,170
Vaud,390
Zug,≤100
Zürich,943
