Location name,Amount spent (VND)
An Giang Province,15238
Bà Rịa–Vũng Tàu Province,43183
Bình Dương Province,48908
Bình Phước Province,22141
Bình Thuận Province,9660
Bình Định Province,10758
Bạc Liêu Province,3910
Bắc Giang Province,38415
Bắc Kạn Province,4378
Bắc Ninh Province,33115
Bến Tre Province,3274
Cao Bằng Province,3016
Cà Mau Province,17267
Cần Thơ,110134
Da Nang,99312
Gia Lai Province,321789
Haiphong,178900
Ho Chi Minh City,703744
Hà Giang Province,6637
Hà Nam Province,4442
Hà Tĩnh Province,22463
Hòa Bình Province,7901
Hưng Yên Province,15722
Hải Dương Province,25114
Hậu Giang Province,4746
Khánh Hòa Province,21373
Kiên Giang Province,10331
Kon Tum Province,119805
Lai Châu Province,1184
Long An Province,43143
Lào Cai Province,7744
Lâm Đồng Province,15805
Lạng Sơn Province,8147
Nam Định Province,14118
Nghệ An Province,120429
Ninh Bình Province,10429
Ninh Thuận Province,8471
Phú Thọ Province,13574
Phú Yên Province,11560
Quảng Bình Province,20949
Quảng Nam Province,34343
Quảng Ngãi Province,14554
Quảng Ninh Province,294693
Quảng Trị Province,9181
Sóc Trăng Province,5220
Sơn La Province,14626
Thanh Hóa Province,24560
Thái Bình Province,28265
Thái Nguyên Province,15590
Thừa Thiên–Huế Province,257181
Tiền Giang Province,11945
Trà Vinh Province,6736
Tuyên Quang Province,16288
Tây Ninh Province,9483
Vĩnh Long Province,6924
Vĩnh Phúc Province,10399
Yên Bái Province,7230
Điện Biên Province,2022
Đắk Lắk Province,577325
Đắk Nông Province,12575
Đồng Nai Province,56858
Đồng Tháp Province,11947
