Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
210778132327279,Prima,Prima,8825,8
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",5244,3
111041662264882,ČSSD,ČSSD,4318,3
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,3177,20
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,2900,12
176688316811,Vodafone CZ,These ads ran without a disclaimer,2440,6
251656685576,KDU-ČSL,KDU-ČSL,2351,6
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,2154,6
107898832590939,European Commission,European Commission,1525,4
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,1179,18
356451014434612,Marian Jurečka,KDU-ČSL,1149,4
109629611650694,"Good Clothes, Fair Pay",These ads ran without a disclaimer,1148,3
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,1105,4
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1059,6
1558359124403846,Každá plechovka se počítá,Každá plechovka se počítá,893,1
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,807,2
579215965436046,JSNS,"Člověk v tísni, o.p.s.",770,5
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",758,3
378827025796132,Peak.cz,Peak.cz,758,11
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,757,5
112832651308203,Stejná odměna,Česká rada sociálních služeb,726,8
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,721,2
132373033451174,PR Klub,"PR Klub, z. s.",647,4
90002267161,TOP 09,TOP 09,644,3
139379141293,Paměť národa,"Post Bellum, z.ú.",621,5
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,617,1
693725074166331,Naše zdravotnictví,Naše zdravotnictví,609,3
100201752249169,Spolu21,Občanská demokratická strana,579,4
495496033796328,Stanislav Blaha,Stanislav Blaha,577,5
108726857444837,České zájmy v EU,DFMG,577,1
124212050978293,Kverulant org,Kverulant org,568,2
147547541961576,Council of the European Union,Council of the European Union,563,2
315972808450196,ČSOB,ČSOB,551,1
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,528,7
178362315106,European Parliament,European Parliament,517,12
137301989386,Aktuálně.cz,Aktuálně.cz,514,3
169065407139584,Tilt,European Greens,514,7
111686391714671,Valeo CZ/SK,These ads ran without a disclaimer,509,1
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,473,9
1469427909957890,Reportér magazín,Reportér magazín,469,1
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",469,7
200480966638039,Supremacy 1914,These ads ran without a disclaimer,429,3
424114981002397,Český rozhlas Plus,Český rozhlas,415,24
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,410,2
206045673805,Deník.cz,VLTAVA LABE MEDIA a.s.,345,3
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,344,7
117823623864,Transparency International ČR,Transparency International ČR,341,6
267751653384029,Pardubický kraj,Pardubický kraj,338,2
100843142503124,ZjistiVíc.cz,Zjisti víc,327,1
192011067504855,Do práce na kole - AutoMat,"AutoMat, z.s.",320,2
154228456802,Divadlo v Řeznické,"Divadlo v Řeznické, o. p. s.",318,2
461430503957309,TOP 09 - Praha 6,TOP 09,312,1
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,310,39
460558621177512,Zálohujme.cz,Zálohujme,304,2
171936526824,EKONOM.cz,"Economia, a.s.",302,2
299124538476,Zachraňme lesy,Hnutí DUHA - Přátelé Země Česká republika,298,1
1797988800487493,eLegal advokátní kancelář,eLegal advokátní kancelář,298,2
384187235387895,Alena Schillerová,Alena Schillerová,292,2
257529307701966,Jiří Pospíšil,TOP 09,279,4
