Location name,Amount spent (EUR)
Central Finland,263
Central Ostrobothnia,≤100
Etelä-Savo,157
Kainuu,≤100
Kymenlaakso,167
Lapland (Finland),128
North Karelia,130
Northern Ostrobothnia,343
Ostrobothnia (region),184
Pirkanmaa,590
Pohjois-Savo,225
Päijät-Häme,234
Satakunta,185
South Karelia,177
Southern Ostrobothnia,172
Southwest Finland,491
Tavastia Proper,166
Unknown,≤100
Uusimaa,1921
Åland Islands,≤100
