Location name,Amount spent (TWD)
Changhua,5602
Chiayi,1032
Hsinchu,2368
Hsinchu City,5975
Hualien,1768
Kaohsiung,16023
Keelung City,3076
Kinmen,325
Lienchiang,≤100
Miaoli,2537
Nantou,1957
New Taipei City,29047
Penghu,357
Pingtung,4068
Taichung,21783
Tainan,10480
Taipei,23388
Taitung,1003
Taoyuan City,16504
Unknown,2100
Yilan,1805
Yunlin,3283
