Location name,Amount spent (ARS)
Buenos Aires,1588803
Catamarca,24241
Chaco,153787
Chubut,244307
Ciudad Autónoma de Buenos Aires,458007
Corrientes,70505
Córdoba,2843792
Entre Rios,149487
Formosa,41424
Jujuy,206825
La Pampa,305702
La Rioja,122022
Mendoza,266407
Misiones,337041
Neuquén,1389214
Río Negro,613085
Salta,616183
San Juan,415551
San Luis,155622
Santa Cruz,26375
Santa Fe,495412
Santiago del Estero,30520
Tierra del Fuego,209408
Tucuman,192090
Unknown,313
