Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
486980998032652,BJP Karnataka,Bharatiya Janata Party (BJP),385625,10
652657388214939,BJP Nagaland,Bharatiya Janata Party (BJP),122087,73
953600271404690,BJP Meghalaya,Bharatiya Janata Party,117047,49
104516512296314,Kartikeya Sharma,Adv Tech,85636,84
105469904495866,AP Digital Corporation,PromoDome Digital LLP,68012,2
21169267101,Give,Give,60191,16
102377305543409,AITC Meghalaya,Indian Political Action Committee,39667,11
404746486258732,Project Nanhi Kali,Project Nanhi Kali,39057,32
326102339565,Oxfam India,Oxfam India,35997,37
102741892267001,Meghalaya Deserves Better,Meghalaya Deserves Better,35226,9
104211439033799,Jagane Kavali,Jagane Kavali,33952,38
107395897271506,Kutumb,Swatantra Verma,24476,30
174283119250672,Save the Children India,Bal Raksha Bharat,23160,73
105671775473178,Jan Suraaj,Jan Suraaj,22450,15
108019578732536,Khabar Rajasthan,Khabar rajasthan,18991,7
113541631336757,Conman Conrad,Conman Conrad,17566,5
110157505314549,Bhumireddy Ramagopal Reddy,Bhumireddy Ramagopal Reddy,16827,2
309587409080562,YSR Congress  Party - YSRCP,Jagane Kavali,16552,7
107864648831408,Nammavar Kamal Haasan,Nammavar kamal hassan,16013,26
285029500623,CARE India,CARE India,13707,30
30290552843,Greenpeace India,Greenpeace India Society,13334,19
547354238619670,Dr. Ashwath Narayan,Vijay S,13282,4
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,12341,15
233346108603147,"Directorate Of Industries & Commerce, Kerala",Stark Communications Pvt Ltd,12190,3
100204332997540,5 Star Meghalaya,Design Boxed,11356,19
1180249348746112,Mukul Sangma,Mukul Sangma,10184,16
148200615837635,Malur ES EN Krisshnaiah Setty,Malur ES EN Krisshnaiah Setty,9845,10
1521106071438318,CMO Chhattisgarh,IVS Corporation,9493,2
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,9426,8
102526488643489,Kashmir 21,Faraz Mukhtar Mahajan,9270,33
270666596375251,Jhatkaa.org,Jhatkaa.org,9169,31
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),8960,40
2249983818612505,Vennapusa Ravindra Reddy,Vennapusa Ravindra Reddy,8612,9
184278081698180,Ashok Gehlot,Ashok Gehlot,8156,1
136970800182154,Indian National Congress - Meghalaya,Indian National Congress - Meghalaya,7217,18
442710802417591,Baljeet Yadav,Baljeet Yadav,7144,2
104830828593863,ಮುರುಗೇಶ್ ನಿರಾಣಿ ಅಭಿಮಾನಿ ಬಳಗ,ಮುರುಗೇಶ್ ನಿರಾಣಿ ಅಭಿಮಾನಿ ಬಳಗ,7052,5
103370585969591,Baghel ka Bharosa,Baghel Ka Bharosa,6997,12
30290552843,Greenpeace India,Greenpeace Environment Trust,6937,10
1723925114538375,Karnataka Tourism,Sourav Dutta,6785,4
1041070232620031,Sesame Workshop - India,Sesame Workshop India,6685,6
295405070641302,Balraj Kundu,Pankaj Sharma,6396,15
