Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1231039,64
174545086044880,Gobierno de Santa Fe,Gobierno de Santa Fe,235506,54
135948233146402,Municipio de Lomas de Zamora,Municipalidad de Lomas de Zamora,58944,2
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,52020,23
1547396068885036,Ushuaia Municipalidad,Ushuaia Municipalidad,50459,22
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,50289,34
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,47548,51
1689208734631579,Gobierno de Jujuy,Gobierno De Jujuy,42462,11
109287948479430,Diario 9️⃣,diario 9,41857,27
103088924366000,Noticias d,Noticias d,41396,234
171330806277312,Diego Santilli,Instituto República,34473,64
525334380868858,Martín Lousteau,Martín Lousteau,32602,19
109977027273576,Luis Rubeo,Luis Daniel Rubeo,30000,24
113122186717848,Emiliano Estrada,Emiliano Estrada,29079,5
20906273675,Greenpeace Argentina,Greenpeace Argentina,28267,13
623004601078857,Erika Gonnet,Gobierno de Santa Fe,23972,6
782697941744883,Catamarca Capital,Catamarca Capital,22997,22
112495102121367,Gobierno de la Provincia de Buenos Aires,Gobierno de la Provincia de Buenos Aires,21971,5
104111515586064,Viva la libertad,Viva la libertad,21951,1
174970176018,Horacio Rodríguez Larreta,PRO Ciudad de Buenos Aires,20930,12
465558466800210,Maxi Pullaro,Juntos por el Cambio Evolución,20829,4
110746414660916,Lomas Noticias,Nicolas Orona,19703,1
1086999731414893,Lucas Castelli,Lucas Alberto Castelli,19265,20
111600998225620,Noticias Zero,Noticias Zero,19243,10
126410234048229,Fundación Pensar,Fundación Pensar Argentina,18239,2
259111760849274,Federico Angelini,Juntos por el Cambio,18125,10
102289782502796,Prensa Digital,Prensa Digital,15573,9
363825283650115,Vicente López,Vicente López,15109,4
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,14441,5
104377591978898,Compacto Córdoba,Compacto Córdoba,13681,28
90148244993,Patricia Bullrich,Pro Nacional,13182,2
101996084777901,Mariela Belski,Mariela Belski,13096,15
250846898301272,Chicos.net,Sofia Speca,12770,4
924253577657013,Gobierno de Tierra del Fuego AIAS,Gobierno de Tierra del Fuego,12088,17
104230022197116,En línea Chubut,En Línea Chubut,11351,22
480129710135,Municipio de Tigre,Municipalidad de Tigre,11079,48
107631983989726,Argentina Federal,Argentina Federal,10984,8
465558466800210,Maxi Pullaro,Maxi Pullaro,10739,6
862393870465260,Fabian Martin,Fabian Martin Intendente,10411,3
1488831318060288,Unión Europea en Argentina,Delegación de la Union Europea,10386,2
1724549447807950,Ministerio de Desarrollo Social de La Pampa,Ministerio de Desarrollo Social de La Pampa,10385,4
105237068485789,La Prensa Energética,La Prensa Energetica,10360,7
102126974997519,La República Porteña,Republica Porteña,10342,3
190356261138005,Leandro Zdero,Leandro Zdero,9864,5
155326881225340,Cristian Ritondo,Hablen de a uno,8994,3
101594852755793,El Bonaerense,El Bonaerense,8889,4
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,8888,4
101185599412309,Marcos para Neuquén,Marcos para Neuquen,8831,3
2003697709923162,Ministerio de Educación de La Pampa,Ministerio de Educación de La Pampa,8820,8
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,8674,8
628498977777284,El Continental,Periodico El Continental,8381,4
1275311129309933,Marcos Koopmann,Marcos Koopmann,8225,5
367491816981996,Mariel Fernández,Shower Comunicación,8182,2
100370865976735,Reporte del Valle,Reporte del Valle,7937,8
107919011974055,Hoy Sur,Hoy Sur,7864,10
429298067264790,Sergio Ziliotto,Partido Justicialista Distrito La Pampa,7748,7
807152719428820,Estudio Jurídico Perez Sainz Valdovinos,Hangar 360,7543,9
214152438919953,Municipio de Resistencia,Municipio de Resistencia,7510,5
138406616275954,Marcelo Orrego,Producción y Trabajo,7372,2
100932749306130,Noticias Andinas,Noticias Andinas,7304,5
856012741442139,Ipas LAC,Neuma,7272,5
427271967380241,Lucas Delfino,Lucas Delfino,7228,2
191138187655299,Municipalidad de Quilmes,Municipalidad de Quilmes,7094,15
1676408809269820,Municipio Bahía Blanca,Municipalidad de Bahía,7046,2
452525851510103,Nicolás del Caño,Frente de Izquierda,7016,4
108747171494977,Ambiente La Pampa,Subsecretaria de Ambiente de La Pampa,7000,1
185922194792026,Myriam Bregman,Frente de Izquierda,6955,4
175844725888213,Alejandro Bodart,MST Movimiento Socialista de los Trabajadores,6739,9
