Location name,Amount spent (USD)
Alabama,11253
Alaska,2564
American Samoa,≤100
Arizona,28661
Arkansas,7336
California,96225
Colorado,19901
Connecticut,8426
Delaware,2769
Florida,63667
Georgia,32439
Guam,≤100
Hawaii,3145
Idaho,5251
Illinois,31106
Indiana,15800
Iowa,9980
Kansas,7827
Kentucky,26733
Louisiana,14629
Maine,7802
Maryland,23224
Massachusetts,16655
Michigan,37911
Minnesota,16201
Mississippi,8014
Missouri,15583
Montana,4186
Nebraska,3963
Nevada,12023
New Hampshire,5801
New Jersey,28463
New Mexico,5550
New York,67554
North Carolina,52479
North Dakota,1289
Northern Mariana Islands,≤100
Ohio,35977
Oklahoma,9671
Oregon,13871
Pennsylvania,47945
Puerto Rico,≤100
Rhode Island,3722
South Carolina,21806
South Dakota,1640
Tennessee,18905
Texas,82572
Unknown,≤100
Utah,8786
Vermont,1464
Virgin Islands (U.S.),≤100
Virginia,38300
Washington,18288
"Washington, District of Columbia",11583
West Virginia,6332
Wisconsin,23131
Wyoming,1567
