Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
433021940073910,WWF-Việt Nam,WWF-Việt Nam,1823981,7
235325199847442,UEH - ISB,These ads ran without a disclaimer,666015,2
131088897565627,Poggenpohl Vietnam,These ads ran without a disclaimer,98803,1
101865258169428,ĐEN Secondhand,ĐEN Secondhand,72121,2
105788461306841,Bình Book,These ads ran without a disclaimer,26657,1
204862942932993,Nikkei Asia,These ads ran without a disclaimer,177,1
102283302096463,Trường học Công nghệ MindX,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
294028895335,The Ehlers-Danlos Society,These ads ran without a disclaimer,≤100,1
327115907736300,Asia Global Institute,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
211278712925199,Amnesty International,These ads ran without a disclaimer,≤100,1
