Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
216911928319871,Banco Bci,Banco Bci,411004,4
527441447268308,Copec,COPEC S.A.,119584,2
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,99202,4
715843291871130,Congreso Futuro,Gonzalo Rosas Barrenechea,75515,8
101248676163115,Asociación Comunal La Higuera,Asociación Comunal La Higuera,66931,2
110253331322287,Acuerdo Nacional Ahora,Acuerdo Nacional Ahora,63130,3
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,53134,2
110951722267366,World Vision Chile,World Vision Chile,52734,4
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,39304,3
104224427947088,Circula el Plástico,Metrix,33707,9
580663538777736,Consejo Minero,Feedback Comunicaciones,28438,1
109339288407350,Santuario Quitralco,Santuario Quitralco,24800,2
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,23727,13
194541580691961,Consejo para la Transparencia,Consejo para la Transparencia,23298,3
600661340080888,Municipalidad de Salamanca,Municipalidad de Salamanca,23254,5
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,21418,4
527441447268308,Copec,These ads ran without a disclaimer,19633,1
100447419569628,Demócratas Chile,Demócratas,18669,63
26929188652,El Observatodo,MiVoz.cl,17453,35
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,15430,7
103030962615298,Chile YAAC,Chile YAAC,14928,3
121717528487698,Confidence Chile,Confidence Chile SPA,12900,32
68846675598,Jaime Mulet - Diputado por Atacama,Carolina Villa,12722,1
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,12641,7
143360859486032,Alejandro Bernales Maldonado,Alejandro Bernales Maldonado,12586,2
1445910269057442,Desarrolla Biobío,Roberto Rolando Moreno Arenas,12416,1
317374934946185,AIEP,Instituto Profesional AIEP,9817,1
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,9706,1
1053904371304329,Metro21,These ads ran without a disclaimer,9668,4
295886120554128,Polpaico,Cemento Polpaico SA,9418,2
643513979193133,Unidos por Beatriz,Neuma,8726,5
1844662035793976,Diputado Mauro González Villarroel,Mauro Daniel González Villarroel,8174,2
101180752297383,Gustavo Benavente Diputado,Gustavo Adolfo Alberto Benavente Vergara,7637,2
112660017529864,José Arellano Blanco - Concejal por Alhué,José Andrés Arellano Blanco,6936,1
229512630397510,El Amaule,MiVoz.cl,6642,15
198921630648476,Vidrios Lirquen,Vidrios Lirquen,6552,2
