Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
234345809961492,อดีต ส.ส.จ๋า - วชิราภรณ์ กาญจนะ,อดีต ส.ส.จ๋า - วชิราภรณ์ กาญจนะ,4453,4
161651553861945,Amnesty International Thailand,Amnesty International Thailand,3981,3
546416699215073,ห้องสื่อครูคอม,Krisada Khamma,3010,2
345127652279503,มูลนิธิสากลเพื่อคนพิการ,มูลนิธิสากลเพื่อคนพิการ,2533,3
105347558390671,นริสสร แสงแก้ว,Attaporn Pohkaew,2301,4
138815106307030,ศูนย์ศัลยกรรมตา by Masterpiece,These ads ran without a disclaimer,1965,1
266172157730,คนค้นฅน,คนค้นฅน,1863,19
651699931624315,Techsauce,Techsauce,1805,8
105240704690111,ก้าวหน้า สมุทรสาคร,ชมมณี ขันนาค,1744,17
105650394954220,ตรีนุช เทียนทอง Treenuch Thienthong,ตรีนุช เทียนทอง Treenuch Thienthong,1133,3
251576523395330,พีรพล ทะต่อม-Peerapol Thatom,Peerapol Thatom,986,3
962818234084161,จิม จักรพันธ์ จินตนาพากานนท์,Chatchai Boonmee,890,1
296508406790,"Democrat Party, Thailand พรรคประชาธิปัตย์","Democrat Party, Thailand พรรคประชาธิปัตย์",849,10
101504656149099,Peace Sasipatra  - พีซ ศศิร์ภัทรา,Peace Sasipatra  - พีซ ศศิร์ภัทรา,717,2
1105604039583762,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,Suksan Booran,708,1
115140113734156,ขวัญเรือน เทียนทอง,ขวัญเรือน เทียนทอง,633,1
105955949137073,ติดตามกระแสคนดัง,Narat Thanyaratmetee,628,3
111341764925564,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,604,10
108515294626891,สอบข้าราชการท้องถิ่น By Thurakan,Chiraphorn Thuree,595,3
622674297897819,Screenshirt2020,Screenshirt2020,590,1
105125715202609,ส.ส.ไผ่ ลิกค์,ส.ส.ไผ่ ลิกค์,586,1
114517608647869,กรุงเทพมหานคร,กรุงเทพมหานคร,576,2
115922723434700,ครูเจพีสรุปย่อ for Teacher,ครูเจพีสรุปย่อ for Teacher,531,4
105240704690111,ก้าวหน้า สมุทรสาคร,Peerapol Thatom,484,1
166420290494333,สายไหมบ้านเรา - ดร.สมชาย เวสารัชตระกูล,สายไหมบ้านเรา - ดร.สมชาย เวสารัชตระกูล,315,1
