Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,15632,9
102084562479533,Digital506,Digital506,3105,3
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,2356,1
265843867173714,La Revista,La Revista,1313,3
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1184,1
110229697990927,Pablo Sibaja - Diputado,Pablo Sibaja Jiménez,728,1
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,592,1
118981582262,Sid Roth's It's Supernatural,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,3
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100,1
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100,1
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100,1
