Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
75884689790,Colectivo de Abogados,Colectivo de Abogados,2164529,5
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,1483042,10
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1294569,21
251292808253299,Canadian College,Canadian College,820283,19
130834367164,Red PaPaz,Red PaPaz,787159,4
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,762661,27
499121313802137,Túnel Guillermo Gaviria Echeverri,Túnel Guillermo Gaviria Echeverri,747654,2
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,683867,5
105578134695113,Andree Uribe Montoya,Andree Uribe Montoya,648882,7
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,516383,10
101071764864119,Dulce Veneno,Dulce Veneno,508209,3
102443416034705,Paula Toro Santana,Paula Toro Santana,369594,3
108123275106289,Politólogos Digitales Colombia,Marbel Dayanna Carvajalino O'meara,332037,11
101871502791636,Carlos Acosta Juliao Oficial,Toro Digital,330910,4
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,259964,2
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,237696,8
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,234407,2
503621983303342,Oscar Mauricio Toro,Oscar Mauricio Toro Valencia,162527,2
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,157930,40
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,156730,3
1147318942107929,Todos Somos Una,DEBRAIN LLC,156309,6
100119084876379,Lida Escobar,Lida Beatriz Escobar Leal,152065,4
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,149965,14
114317847146525,Alvaro Arias Velez,TORO DIGITAL,139821,6
1586192348316443,Maicol Lopera Cardona,Maicol Lopera,100904,95
104628303208123,Clínica Imbanaco,Clínica Imbanaco,99952,2
1622001728047397,Harman Alcalde,Harman Alcalde,87381,11
201014753267112,Andrés Fernando Mesa Valencia,Andres Fernando Mesa Valencia,86967,2
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,83333,11
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,82394,3
1383605158583178,Chicho Avanzando Ando,German Dario  Rodríguez Parro,82081,2
797815127058039,Delighttourscancun,These ads ran without a disclaimer,76738,1
630176134073761,La Fuerza De La Paz,La Fuerza De La Paz,74565,1
835710939898329,Paulina Aguinaga,Paulina Aguinaga,70847,3
409975382947239,Noizz,These ads ran without a disclaimer,69911,1
103727635426939,Alexandra Vásquez Ochoa,Leider Alexandra Vasquez Ochoa,69479,1
133787883971402,Oscar Ramírez Vahos,Oscar Ramirez Vahos,69185,3
851680034864966,Proantioquia,FUNDACION PARA EL DESARROLLO DE ANTIOQUIA. ANTIOQUIA POR COLOMBIA,60839,2
275606287530,CEMEX,These ads ran without a disclaimer,58257,1
1755642584683879,Camilo Valencia Por Cajamarca,Space Marketing Sas,56474,1
462660883763346,Ronald Mayorga,Ronald Mayorga,55523,4
103084375858203,Mi Campaña Aplicación,BJS inversiones,53924,10
101170393279528,Rodrigo Villalba Mosquera,Martha Diaz,53675,2
104969865721375,Profes.movimientociudadano,John Bazurto,53069,6
1090369011038138,Jaime Duque G,Jaime Duque G,50689,47
689470488084597,Joan Manuel,Andres Felipe Lopez Borja,50049,2
201504926957834,Luis M. Carvajalino,Luis Manuel Carvajalino Quin,49244,2
509529099396147,Héctor Rangel,Héctor Rangel,48884,4
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,47582,6
2158318667815480,Nancy Henao Ruiz,Nancy Concejal Verde,46964,4
175346789490397,Peyi Paternina,Peyi Paternina,46025,3
915743661945208,Alejandro Eder,Alejandro Eder,42903,13
906104439492802,Daniel Duque Velásquez.,Daniel Duque Velásquez.,39962,3
100775989595765,Nhora Mondragón,Nhora Yhanet Mondragon Ortiz,39315,2
108228068238348,Diego Caicedo,Diego Caicedo,38563,10
121612715215617,Manuel Hernández,Manuel Hernández,38140,37
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,37996,9
350160788433059,Proclama Cauca y Valle,Proclama Cauca y Valle,36223,5
1571473496457749,Neytan Angarita,Neytan Angarita,35402,1
1391674454185591,Concejal Kelly Ortiz,Kelly Ortiz,34160,2
765302097170348,Línea Cero,Linea Cero,34005,8
101672785855145,Irina Salas,Irina Salas,33548,8
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,33151,2
105896879028919,MarcosUrrutia,Esteban Danilo Martinez Reyes,32891,2
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,31674,7
107096255516225,Juan Pablo Cano P,Juan Pablo Cano Pulgarin,29995,2
796134277395174,Luis Francisco Ruiz Aguilar,Luis Francisco Ruiz Aguilar,29842,3
838927469815494,Diana Diago,Diana Marcela Diago,29607,4
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,29226,5
1823807254333065,Soy Más País,Soy Mas Pais,28773,6
861234197280988,Stefany Gómez Concejala de Armenia,Stefany Gomez Murillo,28106,3
1004865626202028,Jaime Peña Peñaranda,Joseph Ferney Galvis Gonzalez,27964,2
1037508046302965,Griselda Janeth Restrepo Gallego,Griselda Janeth Restrepo Gallego,27659,1
224116751044855,Fundación Carvajal,Fundación Carvajal,25844,1
109581228202676,Luis Fernando Velazquez Bueno,Luis Fernando Velazquez Bueno,25522,4
105589235648992,Idolos,Digital Force,25126,5
1576524665931896,Carlos Amaya Primero Villanueva,Carlos Amaya Primero Villanueva,25067,6
1052668304757955,Eduard Sarmiento Hidalgo,Eduard Sarmiento Hidalgo,25019,8
417060811811167,Juan David Duque García,Juan David Duque Garcia,24090,2
201155736602572,Hernán Alberto Bedoya,Hernan Alberto Bedoya Cadavid,24005,1
101621509394937,Las Noticias de Risaralda,Las Noticias de Risaralda,23304,1
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,23091,4
451588681677173,Eduardo Contreras R,Ivan Mauricio Serrano Guerrero,23031,2
273140600265429,Ing. Ronald Mauricio Ortiz Bahamon,Ronald Mauricio Ortiz Bahamon,22806,2
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,22730,3
553585915161201,Jhon Molina Putumayo,Jhon Gabriel Molina Acosta,22211,1
190649367660431,Orlando Benítez,Orlando David Benitez Mora,21759,1
1448426092057311,El PIBE Sabaneta Concejal,El PIBE Sabaneta Concejal,21431,1
138634813014016,"Alvaro Múnera, grupo de amigos del Diputado Animalista","Alvaro Múnera, grupo de amigos del Diputado Animalista",21073,4
103018426046275,German es el Man,German Montes,20986,1
114510821145145,Previred Popayán / Tarjeta Médica,Previred Tarjeta Médica,20836,4
286568181368830,Jhon Eddison Ortega Diputado,Jhon Eddison Ortega Jacome,20191,2
103158418587435,Camino Hacia Carbono Neutral,Deisy Viviana Arevalo Sotelo,20102,1
100563549504491,Juan Torres Ortega,Pacto por el Cambio,19857,4
100650421883650,Lucila Caicedo Bernal,Lucila Caicedo Bernal,19839,1
2486973104663693,Hermes Ortiz,Edgar Hernando Paez Aparicio,19159,1
108459260282,Universidad La Gran Colombia,Universidad La Gran Colombia,18411,2
107374008817182,La Polémica,La Polémica,18129,3
1120708204636355,Alcaldía de Guacarí,Alcaldía de Guacarí,17824,1
179003239458192,Jorge Humberto Rangel,Jorge Rangel,17287,2
416201871913815,Adolfo Romero,Adolfo Romero,16832,2
623168424459039,Felipe Duran Carrón,Felipe Duran Carrón,16601,3
104747731304234,Jeny Mesa,Jeny Johana Mesa Suarez,15523,1
191210184867688,Julián Serna Concejal,Julian Andres Serna Ruíz,15510,2
102484076113890,Gestion cultural del Magdalena,Samira Martinez,15502,1
117697916615780,Julián López,Julián David López Tenorio,14908,4
101772341304724,HUILA Digital,HUILA Digital,14890,2
111248191341056,Linda Pinedo Puello,Carlos Andres Perez Lopez,14177,1
1896813010334035,Secretaría de Educación de Barranquilla,Joseph Ferney Galvis Gonzalez,13982,1
106106338492581,Pacto Histórico Juvenil,Pacto Histórico Juvenil,13802,2
378127682385944,Julián Peinado Ramírez,Julián Peinado,13504,1
237316706446146,Alianza Francesa de Pereira,Alianza Francesa de Pereira,13466,2
655085057949313,Gonzalo Arzuza Torrado,Gonzalo Arzuza Torrado,12703,1
466445923412524,Miguel Ángel Barreto,Joshua Escobar Rengifo,11124,2
1595888870671480,Carlos Arias Concejal Cali,Andres Castro Pauta,10930,1
101180852910189,Sentimiento de Todos,Equipo Comunicaciones Sentimiento de Todos,10628,1
110363730692814,Al Aire Arauca,Al Aire,10496,1
102189475407642,Eder Regalado,Eder Luis Regalado Matos,10488,2
330721417487764,Lucho Zapata Cartago,Lucho Zapata Cartago,10320,1
96595416468,Lilia Solano,Lilia Solano,10229,2
104802558409883,Valle TV,ValleTV,10223,1
462206880605960,Andrés Ignacio Garzón Bejarano,Max Social S.A.S,10173,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,10121,1
101313295980188,Daniel F. Briceño,Daniel F. Briceño,9758,1
