Location name,Amount spent (CAD)
Alberta,8768
British Columbia,12080
Manitoba,3243
New Brunswick,1328
Newfoundland and Labrador,874
Northwest Territories,≤100
Nova Scotia,1506
Nunavut,≤100
Ontario,26795
Prince Edward Island,220
Quebec,15270
Saskatchewan,2791
Unknown,≤100
Yukon,≤100
