Location name,Amount spent (AUD)
Australian Capital Territory,534
Jervis Bay Territory,≤100
New South Wales,16543
Norfolk Island,≤100
Northern Territory,223
Queensland,6144
South Australia,2064
Tasmania,1166
Unknown,≤100
Victoria,8632
Western Australia,3156
