Location name,Amount spent (ZAR)
Eastern Cape,852
Free State,640
Gauteng,3509
KwaZulu-Natal,2845
Limpopo,564
Mpumalanga,566
North West,379
Northern Cape,295
Unknown,≤100
Western Cape,4226
