Location name,Amount spent (CAD)
Alberta,17093
British Columbia,7560
Manitoba,3046
New Brunswick,1547
Newfoundland and Labrador,1018
Northwest Territories,227
Nova Scotia,1590
Nunavut,180
Ontario,21622
Prince Edward Island,313
Quebec,12880
Saskatchewan,2437
Unknown,≤100
Yukon,232
