Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,12145,16
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,3553,12
397919187215,Evropská komise v ČR,Evropská komise v ČR,3052,1
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,2629,2
100609955039699,Corrency,Corrency,2113,7
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,1977,6
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,1587,28
178362315106,European Parliament,European Parliament,1575,9
356451014434612,Marian Jurečka,KDU-ČSL,1416,9
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,1391,5
251656685576,KDU-ČSL,KDU-ČSL,1195,3
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,1039,3
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,1026,4
102090718057736,Urban Developers and Investors,"Urban Developers and Investors, s.r.o.",1019,2
100602322206023,Radka Maxová,Radka Maxová,899,3
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,891,5
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,889,8
52479821102,Týdeník Respekt,Týdeník Respekt,884,6
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,857,10
356448681873897,Mikuláš Peksa,Mikuláš Peksa,826,4
1469427909957890,Reportér magazín,Reportér magazín,821,2
137301989386,Aktuálně.cz,Aktuálně.cz,755,6
384187235387895,Alena Schillerová,Alena Schillerová,722,2
104700265781858,dm v tisni,Nadační fond Domácí mazlíčci v tísni,621,15
56292993421,Jeden svět / One World,Člověk v tísni o.p.s.,602,3
693725074166331,Naše zdravotnictví,Naše zdravotnictví,599,3
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,521,9
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,516,3
424114981002397,Český rozhlas Plus,Český rozhlas,499,24
437293906329369,SnadnaMaturita.cz,SnadnaMaturita.cz,424,3
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,419,3
257529307701966,Jiří Pospíšil,TOP 09,411,5
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",406,5
252707698079845,Pavel Dobeš • místostarosta Prahy 3,Starostové a nezávislí,397,2
125830487980906,Solární asociace,Solární asociace,392,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,377,2
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,363,8
105959931114296,Jan Schiller - politik,ANO,341,4
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,336,4
287724754662359,HateFree Culture,HateFree Culture,317,5
461430503957309,TOP 09 - Praha 6,TOP 09,317,1
111041662264882,ČSSD,ČSSD,311,1
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,308,1
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,305,1
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,296,1
133030253410089,Jan Šafařík - náměstek hejtmana,Jan Šafařík,294,4
171936526824,EKONOM.cz,"Economia, a.s.",290,2
1477535869227488,Vít Rakušan,Starostové a nezávislí,285,1
154228456802,Divadlo v Řeznické,"Divadlo v Řeznické, o. p. s.",283,2
107341405343516,Mise Ukrajina,Mise Ukrajina,277,2
460558621177512,Zálohujme.cz,Zálohujme,273,3
711658465662315,XTV,XTV,262,9
101954531415600,Lukáš Vlček • STAN,Starostové a nezávislí,235,2
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,223,1
2106629662903134,Brno Brňankám a Brňanům,Tom Ulrich,217,2
321762510282,Michal Kučera,Michal Kučera,210,3
108342850697974,Hejtman Josef Suchánek,Starostové a nezávislí • STAN,209,4
104424702373497,Rudolf Špoták - hejtman Plzeňského kraje,Rudolf Špoták,205,1
338661233715007,Zprávy z Moravy,Zprávy z Moravy,199,1
242117635912490,ODS - Plzeňský kraj,Občanská demokratická strana,191,7
275059263068658,Svatopluk Pěček - starosta Břeclavi,ANO Břeclav,184,1
273367223021327,Veronika Vrecionová,Veronika Vrecionová,181,1
541077242579260,TOPAZ,"TOPAZ, z.s.",180,1
