Location name,Amount spent (CHF)
Aargau,434
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,412
Basel-Landschaft,141
Bern,792
Canton of Geneva,988
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,359
Fribourg,263
Graubünden,169
Jura,≤100
Luzern,274
Neuchâtel,172
Schaffhausen,124
Schwyz,106
Solothurn,154
Thurgau,264
Ticino,156
Unknown,≤100
Uri,≤100
Valais,257
Vaud,668
Zug,≤100
Zürich,1822
