Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
247284741960102,Corporación Humanas,HUMANAS with Facebook ads credits,342716,1
1059804450772270,Antonio Barchiesi,Antonio Barchiesi,284214,2
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,266358,9
19591763420,Mallplaza,These ads ran without a disclaimer,262379,1
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,200182,23
371453409556353,Red Coquimbo,Diarios en Red,176756,22
351583768232100,Red Tarapaca,Diarios en Red,176623,22
307330256067716,Red Atacama,Diarios en Red,176193,22
285417644878678,Red Antofagasta,Diarios en Red,165200,21
104189318481439,Minería y Futuro,Mineria y Futuro,159964,21
119515629892632,Eduardo Cretton,Eduardo Andrés Cretton Rebolledo,145398,1
558224964238853,Anglo American,Anglo American,123370,4
337766483715142,Tremendas_cl,TREMENDAS with Facebook ad credits,116128,2
410608772316031,UNICEF Chile,UNICEF Chile,111672,1
181208945236608,Patria Progresista,Patria Progresista,106471,2
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,101416,4
117971414554702,Juan Sutil,Juan Sutil Candidato,95955,27
101761458511272,Jorge Insunza,Jorge Insunza,81223,9
242604915860706,Caja Los Andes,Caja Los Andes,78584,4
1548643738480723,Asistencia Deudores,Asistencia Deudores,71252,10
229835819030014,Gabriel Domínguez,Gabriel Domínguez,63309,2
104820842536215,Ignacio Dülger,Ignacio Dulger,60553,2
591373478191895,Samuel Galvez Derpich,Samuel Andrés Gálvez Derpich,55422,5
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,55028,8
257773836107444,Ricardo Ortega Perrier,Ricardo Ortega Perrier,52899,6
112089607203762,Consejo del Salmón,Consejo del Salmón,47978,11
418281855197789,Democracia Cristiana,Democracia Cristiana,47597,9
104782822559247,Jose Antonio Urrutia - Candidato Consejo Constitucional,Agustin Orrego,43842,32
1445910269057442,Desarrolla Biobío,Roberto Rolando Moreno Arenas,41863,1
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,41360,6
100606052976302,Gloria Hutt,Gloria Hutt,41261,2
480896295699917,inDrive,These ads ran without a disclaimer,38878,2
833378750055074,Estación Araucanía 91.5 FM,Alejandro Tomas Martini Iriarte,33780,2
301596847064228,Emergencias Araucania,Alejandro Tomas Martini Iriarte,33597,2
116719478002146,Andrés Zaldívar L,Andrés Zaldívar L,32216,1
115447711895370,Good Neighbors Chile,ONG Good Neighbors Chile,31671,6
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,29965,1
105798328215264,Asistencia Familia,Asistencia Familia,27589,2
164433517709728,María Ignacia Castro Rojas,Jorge Luis Andres Hermosilla Torres,23645,4
130550720303550,DuocUC,Duoc UC,20680,1
103030962615298,Chile YAAC,Chile YAAC,19532,6
