Location name,Amount spent (TRY)
Adana Province,3238
Adıyaman Province,235
Afyonkarahisar Province,941
Aksaray Province,520
Amasya Province,253
Ankara Province,9680
Antalya Province,5710
Ardahan Province,≤100
Artvin Province,163
Aydın Province,1177
Ağrı Province,156
Balıkesir Province,1320
Bartın Province,640
Batman Province,310
Bayburt Province,≤100
Bilecik Province,192
Bingöl Province,131
Bitlis Province,109
Bolu Province,325
Burdur Province,190
Bursa Province,4268
Denizli Province,1293
Diyarbakır Province,670
Düzce Province,1754
Edirne Province,595
Elazığ Province,480
Erzincan Province,171
Erzurum Province,426
Eskişehir Province,1264
Gaziantep Province,2273
Giresun Province,644
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,1472
Isparta Province,478
Istanbul Province,22634
Iğdır Province,≤100
Kahramanmaraş Province,672
Karabük Province,281
Karaman Province,282
Kars Province,129
Kastamonu Province,396
Kayseri Province,2079
Kilis Province,157
Kocaeli Province,1617
Konya Province,2316
Kütahya Province,500
Kırklareli Province,236
Kırıkkale Province,1342
Kırşehir Province,1720
Malatya Province,629
Manisa Province,1198
Mardin Province,403
Mersin Province,2180
Muğla Province,925
Muş Province,109
Nevşehir Province,341
Niğde Province,1104
Ordu Province,753
Osmaniye Province,530
Rize Province,337
Sakarya Province,3286
Samsun Province,1932
Siirt Province,105
Sinop Province,171
Sivas Province,463
Tekirdağ Province,1119
Tokat Province,452
Trabzon Province,1713
Tunceli Province,≤100
Unknown,≤100
Uşak Province,969
Van Province,354
Yalova Province,956
Yozgat Province,352
Zonguldak Province,2945
Çanakkale Province,460
Çankırı Province,148
Çorum Province,480
İzmir Province,4008
Şanlıurfa Province,1580
Şırnak Province,209
