Location name,Amount spent (BRL)
Acre (state),332
Alagoas,1445
Amapá,542
Amazonas,3192
Bahia,6606
Ceará,4844
Espírito Santo,2863
Federal District,4210
Goiás,7317
Maranhão,5755
Mato Grosso,3149
Mato Grosso do Sul,1911
Minas Gerais,20801
Paraná,7385
Paraíba,1682
Pará,4841
Pernambuco,5469
Piauí,1474
Rio Grande do Norte,1819
Rio Grande do Sul,11353
Rio de Janeiro (state),13419
Rondônia,983
Roraima,364
Santa Catarina,7326
Sergipe,1416
São Paulo (state),44300
Tocantins,759
Unknown,≤100
